travelCode,User_ID_x,Departure,Arrival,flightType,Flight_price,Flight_duration,Flight_Distance,Flight_agency,Departure_date,User_ID_y,Hotel_Name,Arrival_place,Hotel_stay,Hotel_per_day_price,Check-in_x,Hotel_TotalPrice,User_ID,Check-in_y,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,Car_total_distance,fuelPolicy,Car_bookingStatus,total_rent_price,car_booking
2895,25,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,03/11/2021,25,Hotel AF,Sao Paulo (SP),2,139.1,03/11/2021,278.2,25.0,03/11/2021,West Cristian,New Chad,Hatchback,Enterprise,1.0,471.0,Prepaid,Pending,4066.0,1
3030,27,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,19/03/2020,27,Hotel BD,Natal (RN),1,242.88,03/19/2020,242.88,27.0,03/19/2020,South Kendra,Lake Nicoleshire,Hatchback,Budget,5.0,206.0,Prepaid,Confirmed,2147.0,1
3085,28,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,24/10/2019,28,Hotel BW,Campo Grande (MS),3,60.39,10/24/2019,181.17,28.0,10/24/2019,East Charles,Franceshaven,Hatchback,Sixt,4.0,155.0,Partial,Cancelled,1673.0,1
3103,29,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,19/12/2019,29,Hotel AF,Sao Paulo (SP),1,139.1,12/19/2019,139.1,29.0,12/19/2019,North Jasonmouth,Braunside,Hatchback,Budget,2.0,314.0,Prepaid,Cancelled,2831.0,1
3128,30,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,12/12/2019,30,Hotel BD,Natal (RN),1,242.88,12/12/2019,242.88,30.0,12/12/2019,Stephanieshire,New Peter,Hatchback,Sixt,4.0,263.0,Full-to-Full,Cancelled,2521.0,1
3172,32,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,26/09/2019,32,Hotel AU,Recife (PE),3,312.83,09/26/2019,938.49,32.0,09/26/2019,Johnnystad,West Teresa,Sedan,Enterprise,2.0,158.0,Partial,Pending,2032.0,1
3187,32,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,01/09/2020,32,Hotel BW,Campo Grande (MS),1,60.39,01/09/2020,60.39,32.0,01/09/2020,Timothyfort,North Markhaven,SUV,Budget,4.0,337.0,Partial,Pending,4814.0,1
3224,32,Recife (PE),Salvador (BH),firstClass,1470.41,2.05,788.55,Rainbow,24/09/2020,32,Hotel K,Salvador (BH),1,263.41,09/24/2020,263.41,32.0,09/24/2020,Paulfurt,Duartefurt,Hatchback,Avis,2.0,269.0,Partial,Cancelled,2472.0,1
3288,32,Brasilia (DF),Aracaju (SE),firstClass,1260.1,1.11,425.98,CloudFy,16/12/2021,32,Hotel Z,Aracaju (SE),2,208.04,12/16/2021,416.08,32.0,12/16/2021,Evansside,Vazquezmouth,Hatchback,Enterprise,5.0,150.0,Full-to-Full,Pending,1673.0,1
3327,32,Recife (PE),Rio de Janeiro (RJ),firstClass,1612.39,2.3,885.57,CloudFy,15/09/2022,32,Hotel CB,Rio de Janeiro (RJ),4,165.99,09/15/2022,663.96,32.0,09/15/2022,Port Lisa,Port Beckystad,SUV,Budget,4.0,118.0,Prepaid,Confirmed,2213.0,1
3390,34,Brasilia (DF),Natal (RN),firstClass,1313.76,1.43,550.69,CloudFy,23/04/2020,34,Hotel BD,Natal (RN),4,242.88,04/23/2020,971.52,34.0,04/23/2020,Lisaside,Lake Kristin,Luxury,Hertz,3.0,360.0,Partial,Cancelled,8473.0,1
3396,34,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,06/04/2020,34,Hotel AU,Recife (PE),2,312.83,06/04/2020,625.66,34.0,06/04/2020,Martinezmouth,Lake Laura,Luxury,Avis,4.0,389.0,Partial,Pending,9213.0,1
3408,34,Recife (PE),Florianopolis (SC),economic,803.39,1.76,676.53,Rainbow,27/08/2020,34,Hotel A,Florianopolis (SC),3,313.02,08/27/2020,939.06,34.0,08/27/2020,Christopherfurt,Edwinstad,SUV,Sixt,1.0,372.0,Partial,Confirmed,4964.0,1
3415,34,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,15/10/2020,34,Hotel A,Florianopolis (SC),2,313.02,10/15/2020,626.04,34.0,10/15/2020,North Bradleystad,Robertton,Sedan,Hertz,2.0,450.0,Partial,Cancelled,4975.0,1
3418,34,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,0.48,183.37,CloudFy,11/05/2020,34,Hotel CB,Rio de Janeiro (RJ),2,165.99,11/05/2020,331.98,34.0,11/05/2020,Leeton,West Dianaport,Hatchback,Hertz,4.0,416.0,Prepaid,Cancelled,3762.0,1
3429,34,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,21/01/2021,34,Hotel BP,Brasilia (DF),3,247.62,01/21/2021,742.86,34.0,01/21/2021,West Jerrymouth,Johnstad,Luxury,Budget,1.0,79.0,Partial,Confirmed,2557.0,1
3451,34,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,24/06/2021,34,Hotel BW,Campo Grande (MS),1,60.39,06/24/2021,60.39,34.0,06/24/2021,Nunezport,Hannahborough,Hatchback,Avis,5.0,466.0,Partial,Pending,4220.0,1
3520,34,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,20/10/2022,34,Hotel BD,Natal (RN),2,242.88,10/20/2022,485.76,34.0,10/20/2022,East Natashamouth,Wendyview,Sedan,Hertz,5.0,298.0,Full-to-Full,Cancelled,3668.0,1
3574,36,Brasilia (DF),Sao Paulo (SP),economic,538.95,0.67,257.81,CloudFy,14/11/2019,36,Hotel AF,Sao Paulo (SP),3,139.1,11/14/2019,417.3,36.0,11/14/2019,West Jessica,New Jenniferchester,Sedan,Avis,1.0,133.0,Prepaid,Confirmed,1731.0,1
3596,36,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,16/04/2020,36,Hotel A,Florianopolis (SC),3,313.02,04/16/2020,939.06,36.0,04/16/2020,New Joseph,Johnstonshire,Luxury,Enterprise,5.0,337.0,Prepaid,Pending,8328.0,1
3658,38,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,10/10/2019,38,Hotel BD,Natal (RN),3,242.88,10/10/2019,728.64,38.0,10/10/2019,Port Andrewborough,North Benjamin,Sedan,Avis,3.0,173.0,Partial,Pending,2259.0,1
3688,38,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,05/07/2020,38,Hotel AU,Recife (PE),3,312.83,05/07/2020,938.49,38.0,05/07/2020,West Natashaburgh,Stevensfort,Luxury,Hertz,5.0,487.0,Prepaid,Pending,11329.0,1
3729,38,Recife (PE),Natal (RN),firstClass,633.71,0.58,222.67,FlyingDrops,18/02/2021,38,Hotel BD,Natal (RN),4,242.88,02/18/2021,971.52,38.0,02/18/2021,Lake Phillip,East Brittany,Hatchback,Hertz,1.0,143.0,Partial,Pending,1443.0,1
3765,39,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,11/07/2019,39,Hotel AF,Sao Paulo (SP),1,139.1,11/07/2019,139.1,39.0,11/07/2019,Alisonberg,Brianview,SUV,Hertz,3.0,290.0,Prepaid,Cancelled,4171.0,1
3793,39,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,21/05/2020,39,Hotel A,Florianopolis (SC),2,313.02,05/21/2020,626.04,39.0,05/21/2020,East Jamesmouth,West Michaelshire,Luxury,Hertz,1.0,217.0,Prepaid,Cancelled,5315.0,1
3827,39,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,14/01/2021,39,Hotel AF,Sao Paulo (SP),3,139.1,01/14/2021,417.3,39.0,01/14/2021,Haleyport,South Brittanyville,Luxury,Budget,2.0,300.0,Prepaid,Cancelled,7149.0,1
3868,39,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,28/10/2021,39,Hotel AU,Recife (PE),1,312.83,10/28/2021,312.83,39.0,10/28/2021,Morrisstad,Lake Michael,Hatchback,Avis,4.0,216.0,Prepaid,Cancelled,2163.0,1
3875,39,Recife (PE),Salvador (BH),firstClass,1470.41,2.05,788.55,Rainbow,16/12/2021,39,Hotel K,Salvador (BH),2,263.41,12/16/2021,526.82,39.0,12/16/2021,Petersonstad,Jesseburgh,Luxury,Avis,1.0,236.0,Partial,Cancelled,5703.0,1
3899,39,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,06/02/2022,39,Hotel A,Florianopolis (SC),3,313.02,06/02/2022,939.06,39.0,06/02/2022,Rachelview,East Beverlychester,SUV,Sixt,1.0,457.0,Prepaid,Confirmed,6020.0,1
3922,40,Recife (PE),Brasilia (DF),premium,573.61,0.63,242.21,CloudFy,30/01/2020,40,Hotel BP,Brasilia (DF),2,247.62,01/30/2020,495.24,40.0,01/30/2020,Krausemouth,West Kimberly,Luxury,Budget,1.0,216.0,Prepaid,Cancelled,5299.0,1
3924,40,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,13/02/2020,40,Hotel CB,Rio de Janeiro (RJ),2,165.99,02/13/2020,331.98,40.0,02/13/2020,New Jacquelinestad,South Leslie,SUV,Avis,4.0,143.0,Full-to-Full,Pending,2509.0,1
3936,40,Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,1.55,597.61,CloudFy,05/07/2020,40,Hotel CB,Rio de Janeiro (RJ),3,165.99,05/07/2020,497.97,40.0,05/07/2020,Sherriton,East Howardburgh,SUV,Enterprise,2.0,311.0,Partial,Cancelled,4350.0,1
4003,40,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,19/08/2021,40,Hotel A,Florianopolis (SC),4,313.02,08/19/2021,1252.08,40.0,08/19/2021,Hectorhaven,Brittanyville,Sedan,Avis,2.0,220.0,Partial,Pending,2667.0,1
4004,40,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,26/08/2021,40,Hotel CB,Rio de Janeiro (RJ),1,165.99,08/26/2021,165.99,40.0,08/26/2021,Robertsonborough,Hallhaven,Sedan,Budget,4.0,330.0,Prepaid,Pending,3908.0,1
4014,40,Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,1.55,597.61,CloudFy,11/04/2021,40,Hotel CB,Rio de Janeiro (RJ),3,165.99,11/04/2021,497.97,40.0,11/04/2021,South Sharonview,Billville,SUV,Hertz,3.0,262.0,Partial,Cancelled,3864.0,1
4027,40,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,02/03/2022,40,Hotel AF,Sao Paulo (SP),1,139.1,02/03/2022,139.1,40.0,02/03/2022,New Thomas,Maciasfort,Sedan,Sixt,3.0,89.0,Full-to-Full,Pending,1435.0,1
4054,40,Recife (PE),Sao Paulo (SP),firstClass,883.63,1.26,486.52,CloudFy,08/11/2022,40,Hotel AF,Sao Paulo (SP),3,139.1,08/11/2022,417.3,40.0,08/11/2022,Anthonyport,Donaldtown,Luxury,Sixt,4.0,187.0,Partial,Pending,5164.0,1
4058,40,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,09/08/2022,40,Hotel AF,Sao Paulo (SP),4,139.1,09/08/2022,556.4,40.0,09/08/2022,Lake Joshua,Brendabury,Hatchback,Sixt,2.0,310.0,Full-to-Full,Confirmed,2801.0,1
4131,41,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,20/08/2020,41,Hotel BP,Brasilia (DF),2,247.62,08/20/2020,495.24,41.0,08/20/2020,Port Jose,South Wesley,Hatchback,Sixt,4.0,279.0,Full-to-Full,Confirmed,2663.0,1
4135,41,Aracaju (SE),Campo Grande (MS),economic,743.54,1.69,650.1,Rainbow,17/09/2020,41,Hotel BW,Campo Grande (MS),3,60.39,09/17/2020,181.17,41.0,09/17/2020,New Christina,South Jonathanborough,SUV,Hertz,2.0,98.0,Partial,Cancelled,1792.0,1
4149,41,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,24/12/2020,41,Hotel AU,Recife (PE),4,312.83,12/24/2020,1251.32,41.0,12/24/2020,Morrisport,Lake Sallyside,Hatchback,Enterprise,3.0,208.0,Prepaid,Cancelled,2059.0,1
4168,41,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,05/06/2021,41,Hotel Z,Aracaju (SE),1,208.04,05/06/2021,208.04,41.0,05/06/2021,Foleytown,Lake Taylormouth,Hatchback,Sixt,2.0,378.0,Prepaid,Confirmed,3336.0,1
4175,41,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,24/06/2021,41,Hotel BD,Natal (RN),4,242.88,06/24/2021,971.52,41.0,06/24/2021,New Elizabethhaven,East Deniseburgh,Sedan,Enterprise,3.0,400.0,Prepaid,Cancelled,4553.0,1
4182,41,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,08/12/2021,41,Hotel BP,Brasilia (DF),1,247.62,08/12/2021,247.62,41.0,08/12/2021,Thomasport,New Gabriella,Luxury,Enterprise,2.0,95.0,Prepaid,Confirmed,3048.0,1
4220,41,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,05/05/2022,41,Hotel BD,Natal (RN),2,242.88,05/05/2022,485.76,41.0,05/05/2022,Shannonview,New Kristi,Luxury,Budget,1.0,171.0,Partial,Confirmed,4402.0,1
4221,41,Brasilia (DF),Florianopolis (SC),firstClass,1487.52,1.66,637.56,CloudFy,05/12/2022,41,Hotel A,Florianopolis (SC),4,313.02,05/12/2022,1252.08,41.0,05/12/2022,Carterton,Jillburgh,Sedan,Sixt,3.0,348.0,Partial,Pending,4007.0,1
4225,41,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,06/09/2022,41,Hotel AU,Recife (PE),1,312.83,06/09/2022,312.83,41.0,06/09/2022,South Kristopher,Carneychester,Sedan,Hertz,2.0,406.0,Partial,Confirmed,4512.0,1
4289,43,Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,1.55,597.61,CloudFy,26/03/2020,43,Hotel CB,Rio de Janeiro (RJ),2,165.99,03/26/2020,331.98,43.0,03/26/2020,South Richardside,Morrisborough,Hatchback,Enterprise,5.0,172.0,Full-to-Full,Pending,1861.0,1
4305,43,Recife (PE),Natal (RN),economic,301.51,0.58,222.67,CloudFy,16/07/2020,43,Hotel BD,Natal (RN),4,242.88,07/16/2020,971.52,43.0,07/16/2020,Deckerchester,Cruzborough,Hatchback,Avis,1.0,356.0,Partial,Pending,3134.0,1
4336,43,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,0.48,183.37,CloudFy,18/02/2021,43,Hotel CB,Rio de Janeiro (RJ),4,165.99,02/18/2021,663.96,43.0,02/18/2021,Port Isaiah,Port Alexandra,SUV,Enterprise,3.0,424.0,Partial,Pending,5806.0,1
4339,43,Brasilia (DF),Salvador (BH),firstClass,1665.24,1.76,676.56,Rainbow,03/11/2021,43,Hotel K,Salvador (BH),1,263.41,03/11/2021,263.41,43.0,03/11/2021,Patricktown,Simmonsbury,Luxury,Budget,2.0,338.0,Partial,Cancelled,7878.0,1
4340,43,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,0.72,277.7,CloudFy,18/03/2021,43,Hotel BW,Campo Grande (MS),1,60.39,03/18/2021,60.39,43.0,03/18/2021,East Olivia,North Rebeccamouth,SUV,Hertz,3.0,295.0,Partial,Cancelled,4248.0,1
4372,44,Brasilia (DF),Sao Paulo (SP),premium,750.0,0.67,257.81,Rainbow,16/04/2020,44,Hotel AF,Sao Paulo (SP),1,139.1,04/16/2020,139.1,44.0,04/16/2020,Ericafurt,New Kathleen,Sedan,Budget,1.0,427.0,Prepaid,Confirmed,4679.0,1
4420,44,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,18/03/2021,44,Hotel K,Salvador (BH),2,263.41,03/18/2021,526.82,44.0,03/18/2021,Port Jessica,Burnsberg,Luxury,Budget,3.0,337.0,Full-to-Full,Cancelled,8022.0,1
4430,44,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,27/05/2021,44,Hotel BW,Campo Grande (MS),1,60.39,05/27/2021,60.39,44.0,05/27/2021,Port Harry,South Jose,SUV,Avis,3.0,234.0,Full-to-Full,Cancelled,3504.0,1
4459,45,Aracaju (SE),Campo Grande (MS),economic,743.54,1.69,650.1,Rainbow,16/01/2020,45,Hotel BW,Campo Grande (MS),4,60.39,01/16/2020,241.56,45.0,01/16/2020,South Brittany,Watersburgh,SUV,Avis,4.0,369.0,Full-to-Full,Pending,5202.0,1
4463,45,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,13/02/2020,45,Hotel CB,Rio de Janeiro (RJ),3,165.99,02/13/2020,497.97,45.0,02/13/2020,North Jasonshire,Tammyfort,Sedan,Sixt,2.0,434.0,Full-to-Full,Cancelled,4818.0,1
4588,46,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,23/04/2020,46,Hotel A,Florianopolis (SC),2,313.02,04/23/2020,626.04,46.0,04/23/2020,Bakerhaven,Jacobstown,Sedan,Budget,5.0,279.0,Full-to-Full,Pending,3483.0,1
4682,46,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,02/10/2022,46,Hotel AU,Recife (PE),2,312.83,02/10/2022,625.66,46.0,02/10/2022,Richardmouth,West Michaelhaven,Hatchback,Avis,4.0,157.0,Prepaid,Cancelled,1689.0,1
4782,47,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,15/04/2021,47,Hotel K,Salvador (BH),2,263.41,04/15/2021,526.82,47.0,04/15/2021,Alexanderbury,Roseport,Sedan,Budget,1.0,256.0,Partial,Confirmed,2961.0,1
4788,47,Recife (PE),Sao Paulo (SP),economic,545.95,1.26,486.52,Rainbow,27/05/2021,47,Hotel AF,Sao Paulo (SP),4,139.1,05/27/2021,556.4,47.0,05/27/2021,New Jessicafort,South Kathleenton,SUV,Budget,1.0,424.0,Partial,Cancelled,5605.0,1
4863,48,Recife (PE),Brasilia (DF),premium,573.61,0.63,242.21,CloudFy,26/03/2020,48,Hotel BP,Brasilia (DF),4,247.62,03/26/2020,990.48,48.0,03/26/2020,Lake Antonioside,Lake Josephberg,SUV,Hertz,3.0,405.0,Full-to-Full,Pending,5564.0,1
4886,49,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,0.67,257.81,Rainbow,14/11/2019,49,Hotel AF,Sao Paulo (SP),2,139.1,11/14/2019,278.2,49.0,11/14/2019,Butlerfort,Port Rebeccaville,SUV,Enterprise,1.0,218.0,Partial,Confirmed,3119.0,1
4936,49,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,29/10/2020,49,Hotel AU,Recife (PE),4,312.83,10/29/2020,1251.32,49.0,10/29/2020,Gutierrezchester,Duncanbury,Sedan,Hertz,3.0,270.0,Full-to-Full,Cancelled,3254.0,1
4968,49,Brasilia (DF),Campo Grande (MS),premium,831.7,0.72,277.7,CloudFy,06/10/2021,49,Hotel BW,Campo Grande (MS),3,60.39,06/10/2021,181.17,49.0,06/10/2021,New Robert,North Zachary,SUV,Budget,5.0,258.0,Prepaid,Cancelled,3990.0,1
4995,49,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,16/12/2021,49,Hotel AF,Sao Paulo (SP),1,139.1,12/16/2021,139.1,49.0,12/16/2021,Dianebury,West Lydia,Sedan,Sixt,3.0,483.0,Full-to-Full,Pending,5373.0,1
5046,50,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,01/02/2020,50,Hotel AF,Sao Paulo (SP),1,139.1,01/02/2020,139.1,50.0,01/02/2020,Robbinston,Fritzfort,SUV,Sixt,5.0,364.0,Partial,Pending,5251.0,1
5048,50,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,16/01/2020,50,Hotel BW,Campo Grande (MS),2,60.39,01/16/2020,120.78,50.0,01/16/2020,Floresside,Port Meghan,Luxury,Sixt,5.0,252.0,Prepaid,Confirmed,6619.0,1
5069,50,Brasilia (DF),Campo Grande (MS),economic,629.54,0.72,277.7,Rainbow,06/11/2020,50,Hotel BW,Campo Grande (MS),1,60.39,06/11/2020,60.39,50.0,06/11/2020,South Georgeborough,Riverafurt,SUV,Enterprise,1.0,439.0,Partial,Cancelled,5800.0,1
5103,50,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,02/04/2021,50,Hotel AU,Recife (PE),3,312.83,02/04/2021,938.49,50.0,02/04/2021,New Kristenburgh,Lake Marymouth,Hatchback,Budget,5.0,359.0,Partial,Cancelled,3359.0,1
5109,50,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,18/03/2021,50,Hotel AF,Sao Paulo (SP),2,139.1,03/18/2021,278.2,50.0,03/18/2021,Lake Jessica,Mclaughlintown,Hatchback,Avis,4.0,107.0,Partial,Confirmed,1273.0,1
5110,50,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,25/03/2021,50,Hotel BW,Campo Grande (MS),1,60.39,03/25/2021,60.39,50.0,03/25/2021,West Veronica,New Katelyn,Hatchback,Avis,4.0,134.0,Prepaid,Pending,1509.0,1
5205,52,Brasilia (DF),Sao Paulo (SP),economic,538.95,0.67,257.81,CloudFy,11/12/2020,52,Hotel AF,Sao Paulo (SP),3,139.1,11/12/2020,417.3,52.0,11/12/2020,New Katherineside,Port Andreashire,Hatchback,Sixt,5.0,268.0,Partial,Confirmed,2622.0,1
5206,52,Brasilia (DF),Sao Paulo (SP),economic,538.95,0.67,257.81,CloudFy,19/11/2020,52,Hotel AF,Sao Paulo (SP),2,139.1,11/19/2020,278.2,52.0,11/19/2020,Lake Lisa,New Bonnie,Hatchback,Hertz,4.0,365.0,Partial,Confirmed,3347.0,1
5210,52,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,17/12/2020,52,Hotel BP,Brasilia (DF),2,247.62,12/17/2020,495.24,52.0,12/17/2020,Priceville,Port Larrystad,Hatchback,Enterprise,2.0,133.0,Prepaid,Pending,1374.0,1
5239,52,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,07/08/2021,52,Hotel A,Florianopolis (SC),2,313.02,07/08/2021,626.04,52.0,07/08/2021,Lake Cassidy,Michaelport,Hatchback,Enterprise,1.0,222.0,Partial,Cancelled,2061.0,1
5268,52,Recife (PE),Sao Paulo (SP),premium,670.13,1.26,486.52,Rainbow,27/01/2022,52,Hotel AF,Sao Paulo (SP),1,139.1,01/27/2022,139.1,52.0,01/27/2022,East Adam,South Shannonchester,Sedan,Avis,5.0,349.0,Partial,Cancelled,4152.0,1
5374,54,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,27/02/2020,54,Hotel AU,Recife (PE),1,312.83,02/27/2020,312.83,54.0,02/27/2020,North Janet,New Anna,Sedan,Sixt,2.0,389.0,Partial,Cancelled,4375.0,1
5413,54,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,26/11/2020,54,Hotel BP,Brasilia (DF),1,247.62,11/26/2020,247.62,54.0,11/26/2020,Chloechester,Port Daniel,Hatchback,Avis,3.0,384.0,Prepaid,Pending,3433.0,1
5461,55,Aracaju (SE),Brasilia (DF),firstClass,959.29,1.11,425.98,Rainbow,12/05/2019,55,Hotel BP,Brasilia (DF),1,247.62,12/05/2019,247.62,55.0,12/05/2019,Chambersfurt,Baileyville,Sedan,Budget,3.0,114.0,Full-to-Full,Cancelled,1700.0,1
5527,55,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,03/11/2021,55,Hotel BW,Campo Grande (MS),3,60.39,03/11/2021,181.17,55.0,03/11/2021,Reesefurt,West Joshua,Hatchback,Hertz,1.0,119.0,Prepaid,Pending,1250.0,1
5528,55,Brasilia (DF),Aracaju (SE),economic,721.2,1.11,425.98,Rainbow,18/03/2021,55,Hotel Z,Aracaju (SE),2,208.04,03/18/2021,416.08,55.0,03/18/2021,Timothymouth,Ashleyfort,Hatchback,Hertz,5.0,457.0,Prepaid,Confirmed,4141.0,1
5538,55,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,27/05/2021,55,Hotel K,Salvador (BH),4,263.41,05/27/2021,1053.64,55.0,05/27/2021,Tinafurt,East Shawnstad,SUV,Hertz,4.0,201.0,Full-to-Full,Cancelled,3210.0,1
5642,56,Recife (PE),Brasilia (DF),firstClass,709.25,0.63,242.21,CloudFy,01/07/2021,56,Hotel BP,Brasilia (DF),3,247.62,01/07/2021,742.86,56.0,01/07/2021,Lake Melissafort,Armstrongfort,Sedan,Budget,5.0,220.0,Prepaid,Pending,2877.0,1
5788,57,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,26/03/2020,57,Hotel CB,Rio de Janeiro (RJ),3,165.99,03/26/2020,497.97,57.0,03/26/2020,Elizabethburgh,Michaelshire,Sedan,Hertz,3.0,64.0,Partial,Confirmed,1188.0,1
5829,58,Aracaju (SE),Natal (RN),firstClass,549.96,0.46,176.33,Rainbow,27/02/2020,58,Hotel BD,Natal (RN),4,242.88,02/27/2020,971.52,58.0,02/27/2020,Garyside,Port Nicholasland,SUV,Hertz,5.0,176.0,Prepaid,Confirmed,3010.0,1
5898,60,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,30/01/2020,60,Hotel AU,Recife (PE),2,312.83,01/30/2020,625.66,60.0,01/30/2020,New James,Boltonton,Sedan,Hertz,1.0,458.0,Partial,Pending,4960.0,1
5911,60,Brasilia (DF),Natal (RN),firstClass,1434.91,1.43,550.69,Rainbow,30/04/2020,60,Hotel BD,Natal (RN),2,242.88,04/30/2020,485.76,60.0,04/30/2020,New Aaronstad,North Gregory,SUV,Hertz,1.0,182.0,Full-to-Full,Pending,2711.0,1
5912,60,Brasilia (DF),Salvador (BH),firstClass,1665.24,1.76,676.56,Rainbow,05/07/2020,60,Hotel K,Salvador (BH),3,263.41,05/07/2020,790.23,60.0,05/07/2020,Arellanoland,North Brittany,Hatchback,Budget,4.0,246.0,Prepaid,Cancelled,2406.0,1
5937,60,Recife (PE),Natal (RN),premium,474.6,0.58,222.67,CloudFy,29/10/2020,60,Hotel BD,Natal (RN),1,242.88,10/29/2020,242.88,60.0,10/29/2020,Fuentesbury,East Duane,Hatchback,Sixt,4.0,181.0,Prepaid,Cancelled,1880.0,1
5996,60,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,16/12/2021,60,Hotel K,Salvador (BH),1,263.41,12/16/2021,263.41,60.0,12/16/2021,Amandaport,Dominguezland,Hatchback,Hertz,4.0,291.0,Partial,Pending,2750.0,1
6020,60,Brasilia (DF),Natal (RN),premium,1067.3,1.43,550.69,CloudFy,06/02/2022,60,Hotel BD,Natal (RN),1,242.88,06/02/2022,242.88,60.0,06/02/2022,North Jerry,Brettport,SUV,Hertz,2.0,258.0,Prepaid,Confirmed,3687.0,1
