travelCode,User_ID,Departure,Arrival,flightType,Flight_price,Flight_duration,Flight_Distance,Flight_agency,Departure_date,Hotel_Name,Arrival_place,Hotel_stay,Hotel_per_day_price,Check_in,Hotel_TotalPrice,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,Car_total_distance,fuelPolicy,Car_bookingStatus,total_rent_price,car_rental_status
124562,1230,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,2021-07-01,Hotel AU,Recife (PE),1,312.83,2021-01-07,312.83,Laceyville,Johnchester,Hatchback,Budget,1.0,196.0,Prepaid,Cancelled,1842.0,1
117458,1164,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,1.49,573.81,FlyingDrops,2020-02-07,Hotel BW,Campo Grande (MS),4,60.39,2020-07-02,241.56,East Lisaborough,Mariaburgh,Hatchback,Avis,1.0,462.0,Partial,Cancelled,3969.0,1
99193,982,Florianopolis (SC),Sao Paulo (SP),economic,427.0,1.46,562.14,Rainbow,2020-12-03,Hotel AF,Sao Paulo (SP),4,139.1,2020-03-12,556.4,,,,,,,,,,0
47807,462,Campo Grande (MS),Salvador (BH),premium,834.61,1.36,522.34,Rainbow,2022-09-06,Hotel K,Salvador (BH),3,263.41,2022-06-09,790.23,Port Patrickbury,Staceymouth,Sedan,Enterprise,4.0,366.0,Prepaid,Pending,4250.0,1
30986,296,Aracaju (SE),Campo Grande (MS),economic,743.54,1.69,650.1,Rainbow,2020-02-13,Hotel BW,Campo Grande (MS),4,60.39,2020-02-13,241.56,,,,,,,,,,0
92892,916,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,2020-02-04,Hotel Z,Aracaju (SE),1,208.04,2020-04-02,208.04,North Katherine,Kelleyside,Luxury,Avis,5.0,244.0,Partial,Confirmed,6459.0,1
65949,641,Campo Grande (MS),Florianopolis (SC),firstClass,1310.32,1.49,573.81,FlyingDrops,2019-10-10,Hotel A,Florianopolis (SC),4,313.02,2019-10-10,1252.08,Whiteborough,Lake Alyssa,SUV,Avis,1.0,433.0,Full-to-Full,Pending,5731.0,1
76595,745,Sao Paulo (SP),Natal (RN),firstClass,946.36,0.85,327.55,CloudFy,2019-10-17,Hotel BD,Natal (RN),4,242.88,2019-10-17,971.52,Christopherside,South Tristanchester,Luxury,Budget,3.0,359.0,Prepaid,Cancelled,8479.0,1
86345,851,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,2020-09-01,Hotel A,Florianopolis (SC),4,313.02,2020-01-09,1252.08,,,,,,,,,,0
77180,750,Natal (RN),Recife (PE),firstClass,744.11,0.58,222.67,CloudFy,2020-05-03,Hotel AU,Recife (PE),2,312.83,2020-03-05,625.66,,,,,,,,,,0
72867,708,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,2020-03-19,Hotel AU,Recife (PE),3,312.83,2020-03-19,938.49,,,,,,,,,,0
32337,310,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,2020-01-16,Hotel BW,Campo Grande (MS),4,60.39,2020-01-16,241.56,Randallside,Josephmouth,SUV,Budget,3.0,125.0,Partial,Pending,2193.0,1
131018,1289,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,2019-12-12,Hotel BP,Brasilia (DF),4,247.62,2019-12-12,990.48,Josephbury,North Coryport,Luxury,Avis,3.0,340.0,Partial,Cancelled,8093.0,1
134809,1325,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,2019-10-31,Hotel BD,Natal (RN),3,242.88,2019-10-31,728.64,West Sarah,West Lisa,Hatchback,Enterprise,2.0,246.0,Full-to-Full,Cancelled,2278.0,1
129747,1278,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,2022-05-19,Hotel BD,Natal (RN),3,242.88,2022-05-19,728.64,Lisaside,East Stephanieport,Luxury,Sixt,1.0,173.0,Full-to-Full,Confirmed,4448.0,1
34712,331,Recife (PE),Sao Paulo (SP),firstClass,883.63,1.26,486.52,CloudFy,2020-06-08,Hotel AF,Sao Paulo (SP),4,139.1,2020-08-06,556.4,Port Holly,Port Brendamouth,Hatchback,Budget,2.0,363.0,Partial,Confirmed,3215.0,1
2918,26,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,2019-07-11,Hotel AU,Recife (PE),3,312.83,2019-11-07,938.49,,,,,,,,,,0
106579,1058,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,2021-01-28,Hotel AU,Recife (PE),1,312.83,2021-01-28,312.83,,,,,,,,,,0
130781,1286,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,2023-01-26,Hotel AU,Recife (PE),3,312.83,2023-01-26,938.49,Rebeccahaven,Port Adam,Luxury,Sixt,2.0,106.0,Full-to-Full,Pending,3252.0,1
26428,254,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,0.48,183.37,CloudFy,2020-09-07,Hotel CB,Rio de Janeiro (RJ),1,165.99,2020-07-09,165.99,Wilsonhaven,Lake Nicholas,Sedan,Enterprise,5.0,379.0,Full-to-Full,Cancelled,4488.0,1
118805,1177,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,2020-01-30,Hotel CB,Rio de Janeiro (RJ),2,165.99,2020-01-30,331.98,Mcphersonberg,West Seanborough,Hatchback,Sixt,4.0,214.0,Partial,Pending,2151.0,1
15336,152,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,2022-05-05,Hotel AF,Sao Paulo (SP),3,139.1,2022-05-05,417.3,Mariastad,Lake Brianland,Sedan,Avis,1.0,319.0,Partial,Cancelled,3583.0,1
80363,782,Natal (RN),Campo Grande (MS),firstClass,979.56,0.65,250.68,FlyingDrops,2020-01-30,Hotel BW,Campo Grande (MS),3,60.39,2020-01-30,181.17,Ballardberg,West Charleschester,SUV,Avis,2.0,409.0,Partial,Cancelled,5536.0,1
115484,1148,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,2020-10-09,Hotel CB,Rio de Janeiro (RJ),3,165.99,2020-09-10,497.97,,,,,,,,,,0
114800,1141,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,2021-01-14,Hotel BP,Brasilia (DF),3,247.62,2021-01-14,742.86,,,,,,,,,,0
39493,381,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,2022-12-05,Hotel AU,Recife (PE),3,312.83,2022-05-12,938.49,Milesberg,Bobbyton,SUV,Avis,4.0,399.0,Prepaid,Cancelled,5574.0,1
94896,936,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,2023-02-02,Hotel AF,Sao Paulo (SP),2,139.1,2023-02-02,278.2,Lake Ryanland,Samanthafort,Luxury,Avis,1.0,385.0,Prepaid,Pending,8672.0,1
18542,183,Recife (PE),Sao Paulo (SP),economic,513.06,1.26,486.52,CloudFy,2020-10-15,Hotel AF,Sao Paulo (SP),4,139.1,2020-10-15,556.4,,,,,,,,,,0
24235,237,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,2020-12-17,Hotel AF,Sao Paulo (SP),2,139.1,2020-12-17,278.2,Lake Daisyfurt,Christopherberg,Luxury,Enterprise,2.0,318.0,Partial,Confirmed,7500.0,1
129374,1273,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,2020-08-27,Hotel Z,Aracaju (SE),2,208.04,2020-08-27,416.08,New Kylehaven,Ellisville,SUV,Avis,2.0,487.0,Partial,Confirmed,6440.0,1
30245,288,Recife (PE),Sao Paulo (SP),premium,670.13,1.26,486.52,Rainbow,2021-06-24,Hotel AF,Sao Paulo (SP),2,139.1,2021-06-24,278.2,,,,,,,,,,0
114904,1142,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,2020-06-18,Hotel AF,Sao Paulo (SP),3,139.1,2020-06-18,417.3,,,,,,,,,,0
67818,658,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,2019-12-19,Hotel BD,Natal (RN),2,242.88,2019-12-19,485.76,,,,,,,,,,0
52748,511,Campo Grande (MS),Aracaju (SE),firstClass,1545.78,1.69,650.1,Rainbow,2021-04-22,Hotel Z,Aracaju (SE),3,208.04,2021-04-22,624.12,Scottshire,Vargasport,SUV,Avis,2.0,473.0,Partial,Cancelled,6278.0,1
95608,943,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,1.21,466.3,CloudFy,2021-06-05,Hotel CB,Rio de Janeiro (RJ),3,165.99,2021-05-06,497.97,,,,,,,,,,0
118792,1177,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,2019-10-31,Hotel CB,Rio de Janeiro (RJ),2,165.99,2019-10-31,331.98,,,,,,,,,,0
108004,1071,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,1.21,466.3,FlyingDrops,2020-12-17,Hotel CB,Rio de Janeiro (RJ),1,165.99,2020-12-17,165.99,,,,,,,,,,0
44393,434,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,2020-01-16,Hotel BW,Campo Grande (MS),3,60.39,2020-01-16,181.17,North Alice,South Aaron,Sedan,Sixt,1.0,263.0,Full-to-Full,Pending,3047.0,1
14052,140,Recife (PE),Florianopolis (SC),economic,803.39,1.76,676.53,Rainbow,2019-12-12,Hotel A,Florianopolis (SC),1,313.02,2019-12-12,313.02,,,,,,,,,,0
47189,458,Campo Grande (MS),Brasilia (DF),economic,517.82,0.72,277.7,Rainbow,2020-07-05,Hotel BP,Brasilia (DF),4,247.62,2020-05-07,990.48,,,,,,,,,,0
129373,1273,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,2020-08-20,Hotel BW,Campo Grande (MS),3,60.39,2020-08-20,181.17,New Janicefurt,Timothymouth,Luxury,Sixt,1.0,339.0,Prepaid,Pending,7767.0,1
112909,1120,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,2021-05-27,Hotel Z,Aracaju (SE),4,208.04,2021-05-27,832.16,Hernandezchester,Port Nathanfort,SUV,Hertz,4.0,448.0,Full-to-Full,Pending,6178.0,1
126987,1255,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,2019-11-14,Hotel AU,Recife (PE),3,312.83,2019-11-14,938.49,East Alexa,Jasonberg,SUV,Avis,1.0,183.0,Full-to-Full,Confirmed,2719.0,1
33104,319,Aracaju (SE),Natal (RN),firstClass,598.61,0.46,176.33,CloudFy,2021-09-09,Hotel BD,Natal (RN),3,242.88,2021-09-09,728.64,,,,,,,,,,0
132346,1304,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,2020-05-28,Hotel BP,Brasilia (DF),4,247.62,2020-05-28,990.48,,,,,,,,,,0
119542,1186,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,2020-05-14,Hotel AF,Sao Paulo (SP),3,139.1,2020-05-14,417.3,,,,,,,,,,0
22646,222,Recife (PE),Natal (RN),economic,301.51,0.58,222.67,CloudFy,2019-11-14,Hotel BD,Natal (RN),4,242.88,2019-11-14,971.52,Richardbury,Port Danielle,SUV,Sixt,1.0,58.0,Prepaid,Cancelled,1214.0,1
102877,1022,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,2020-01-23,Hotel BD,Natal (RN),4,242.88,2020-01-23,971.52,West Rachel,North Corey,Sedan,Enterprise,3.0,122.0,Prepaid,Pending,1772.0,1
16234,161,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,2020-01-23,Hotel BP,Brasilia (DF),4,247.62,2020-01-23,990.48,North James,Scotttown,Luxury,Avis,3.0,172.0,Prepaid,Confirmed,4701.0,1
113186,1123,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,2021-03-25,Hotel BD,Natal (RN),1,242.88,2021-03-25,242.88,Troyview,Lake Steven,SUV,Avis,5.0,343.0,Prepaid,Confirmed,5011.0,1
68018,659,Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,1.46,562.14,CloudFy,2021-11-11,Hotel A,Florianopolis (SC),1,313.02,2021-11-11,313.02,,,,,,,,,,0
43189,422,Recife (PE),Sao Paulo (SP),firstClass,954.78,1.26,486.52,FlyingDrops,2021-07-10,Hotel AF,Sao Paulo (SP),1,139.1,2021-10-07,139.1,Rochastad,Carlport,Hatchback,Budget,1.0,197.0,Partial,Pending,1858.0,1
103550,1027,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,2021-04-29,Hotel AF,Sao Paulo (SP),2,139.1,2021-04-29,278.2,,,,,,,,,,0
21091,207,Aracaju (SE),Natal (RN),firstClass,598.61,0.46,176.33,CloudFy,2020-08-20,Hotel BD,Natal (RN),1,242.88,2020-08-20,242.88,,,,,,,,,,0
19934,194,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,2020-05-11,Hotel AU,Recife (PE),4,312.83,2020-11-05,1251.32,Theresamouth,Lake Shawn,Sedan,Enterprise,1.0,303.0,Full-to-Full,Pending,3417.0,1
93827,925,Florianopolis (SC),Sao Paulo (SP),economic,427.0,1.46,562.14,Rainbow,2022-11-17,Hotel AF,Sao Paulo (SP),2,139.1,2022-11-17,278.2,,,,,,,,,,0
54697,533,Campo Grande (MS),Aracaju (SE),premium,1146.95,1.69,650.1,Rainbow,2022-05-26,Hotel Z,Aracaju (SE),4,208.04,2022-05-26,832.16,,,,,,,,,,0
77501,753,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,2019-10-31,Hotel K,Salvador (BH),1,263.41,2019-10-31,263.41,,,,,,,,,,0
34187,327,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,2020-04-16,Hotel Z,Aracaju (SE),4,208.04,2020-04-16,832.16,,,,,,,,,,0
69612,674,Natal (RN),Sao Paulo (SP),premium,879.87,0.85,327.55,Rainbow,2021-07-29,Hotel AF,Sao Paulo (SP),1,139.1,2021-07-29,139.1,,,,,,,,,,0
115103,1145,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,2021-12-16,Hotel K,Salvador (BH),2,263.41,2021-12-16,526.82,Port Jennifer,New Joshuatown,Sedan,Hertz,4.0,325.0,Partial,Cancelled,3847.0,1
37559,357,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,2020-11-26,Hotel A,Florianopolis (SC),4,313.02,2020-11-26,1252.08,East Brooke,Sandersbury,SUV,Sixt,4.0,467.0,Partial,Cancelled,6401.0,1
134954,1327,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,2020-04-23,Hotel BW,Campo Grande (MS),4,60.39,2020-04-23,241.56,Port Krystalbury,Markmouth,Sedan,Hertz,4.0,426.0,Full-to-Full,Pending,4857.0,1
126431,1251,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,2020-06-02,Hotel BD,Natal (RN),2,242.88,2020-02-06,485.76,,,,,,,,,,0
34844,332,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,2020-02-13,Hotel Z,Aracaju (SE),4,208.04,2020-02-13,832.16,,,,,,,,,,0
45918,448,Aracaju (SE),Recife (PE),premium,835.21,1.44,555.74,CloudFy,2020-03-26,Hotel AU,Recife (PE),4,312.83,2020-03-26,1251.32,,,,,,,,,,0
90531,895,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,2020-02-07,Hotel AU,Recife (PE),2,312.83,2020-07-02,625.66,,,,,,,,,,0
65684,638,Campo Grande (MS),Brasilia (DF),premium,691.99,0.72,277.7,Rainbow,2022-03-03,Hotel BP,Brasilia (DF),4,247.62,2022-03-03,990.48,Kaylafurt,Kennethmouth,Sedan,Avis,5.0,443.0,Prepaid,Confirmed,5091.0,1
66735,648,Natal (RN),Rio de Janeiro (RJ),economic,755.71,1.55,595.03,Rainbow,2019-10-10,Hotel CB,Rio de Janeiro (RJ),1,165.99,2019-10-10,165.99,New Donald,New Vincent,SUV,Budget,2.0,485.0,Prepaid,Cancelled,6445.0,1
106722,1060,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,2020-04-30,Hotel AU,Recife (PE),4,312.83,2020-04-30,1251.32,,,,,,,,,,0
64636,630,Campo Grande (MS),Aracaju (SE),premium,1215.45,1.69,650.1,CloudFy,2020-12-11,Hotel Z,Aracaju (SE),1,208.04,2020-11-12,208.04,,,,,,,,,,0
46413,452,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,2020-01-30,Hotel Z,Aracaju (SE),3,208.04,2020-01-30,624.12,,,,,,,,,,0
121882,1208,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,2020-11-26,Hotel K,Salvador (BH),2,263.41,2020-11-26,526.82,North Jordan,North Jeffrey,Hatchback,Budget,5.0,391.0,Full-to-Full,Cancelled,3628.0,1
131259,1290,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,2022-10-27,Hotel BD,Natal (RN),3,242.88,2022-10-27,728.64,,,,,,,,,,0
40939,396,Recife (PE),Natal (RN),economic,301.51,0.58,222.67,CloudFy,2019-09-26,Hotel BD,Natal (RN),1,242.88,2019-09-26,242.88,South Zacharyshire,New Marcus,Luxury,Budget,3.0,233.0,Full-to-Full,Pending,5940.0,1
52029,504,Campo Grande (MS),Aracaju (SE),firstClass,1473.41,1.69,650.1,FlyingDrops,2022-12-22,Hotel Z,Aracaju (SE),2,208.04,2022-12-22,416.08,East Timothy,East Jacob,Luxury,Budget,4.0,496.0,Partial,Confirmed,11356.0,1
130124,1281,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,2020-06-02,Hotel AU,Recife (PE),4,312.83,2020-02-06,1251.32,North Amy,South Thomas,Luxury,Sixt,1.0,298.0,Prepaid,Confirmed,6920.0,1
22367,219,Recife (PE),Natal (RN),premium,488.73,0.58,222.67,Rainbow,2021-06-17,Hotel BD,Natal (RN),4,242.88,2021-06-17,971.52,Dianeshire,Rayville,Hatchback,Budget,2.0,170.0,Prepaid,Pending,1691.0,1
92781,915,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,2021-05-20,Hotel BD,Natal (RN),2,242.88,2021-05-20,485.76,,,,,,,,,,0
93084,919,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,2020-11-19,Hotel BW,Campo Grande (MS),1,60.39,2020-11-19,60.39,Elliottchester,Port Lindsayland,Hatchback,Avis,1.0,448.0,Prepaid,Cancelled,3884.0,1
124555,1230,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,2020-11-19,Hotel AF,Sao Paulo (SP),2,139.1,2020-11-19,278.2,,,,,,,,,,0
120838,1197,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,2022-04-21,Hotel BP,Brasilia (DF),1,247.62,2022-04-21,247.62,Romerohaven,Donnaville,Sedan,Avis,4.0,244.0,Prepaid,Confirmed,3052.0,1
95303,940,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,2023-06-22,Hotel BD,Natal (RN),2,242.88,2023-06-22,485.76,Vanessachester,Lake Jessicamouth,Sedan,Budget,3.0,122.0,Partial,Cancelled,1756.0,1
107141,1063,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,2021-11-02,Hotel BD,Natal (RN),2,242.88,2021-02-11,485.76,,,,,,,,,,0
63724,619,Campo Grande (MS),Recife (PE),firstClass,1262.23,1.39,535.4,FlyingDrops,2021-12-16,Hotel AU,Recife (PE),2,312.83,2021-12-16,625.66,New Danny,New Kenneth,SUV,Avis,1.0,482.0,Full-to-Full,Pending,6287.0,1
41879,408,Recife (PE),Rio de Janeiro (RJ),firstClass,1612.39,2.3,885.57,CloudFy,2020-01-16,Hotel CB,Rio de Janeiro (RJ),2,165.99,2020-01-16,331.98,Mariahaven,Lake Timothy,SUV,Enterprise,3.0,299.0,Partial,Confirmed,4275.0,1
104231,1033,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,2021-10-28,Hotel CB,Rio de Janeiro (RJ),1,165.99,2021-10-28,165.99,Sherylshire,Alexisburgh,Sedan,Sixt,3.0,165.0,Prepaid,Confirmed,2203.0,1
50442,491,Campo Grande (MS),Rio de Janeiro (RJ),firstClass,1609.81,2.09,806.48,FlyingDrops,2021-08-04,Hotel CB,Rio de Janeiro (RJ),2,165.99,2021-04-08,331.98,East Stephaniemouth,New Andrewtown,SUV,Avis,1.0,207.0,Prepaid,Pending,2986.0,1
111521,1104,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,2022-08-09,Hotel Z,Aracaju (SE),3,208.04,2022-09-08,624.12,Douglasstad,New Larry,Sedan,Sixt,5.0,375.0,Full-to-Full,Confirmed,4431.0,1
80653,785,Natal (RN),Rio de Janeiro (RJ),firstClass,1375.48,1.55,595.03,FlyingDrops,2019-11-28,Hotel CB,Rio de Janeiro (RJ),3,165.99,2019-11-28,497.97,South Sandrachester,New Eric,Luxury,Avis,2.0,280.0,Partial,Cancelled,6749.0,1
104446,1036,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,2021-11-03,Hotel BD,Natal (RN),1,242.88,2021-03-11,242.88,,,,,,,,,,0
48807,478,Campo Grande (MS),Recife (PE),firstClass,1244.73,1.39,535.4,CloudFy,2023-01-19,Hotel AU,Recife (PE),3,312.83,2023-01-19,938.49,Lake Kristi,Ronaldland,SUV,Budget,4.0,302.0,Partial,Cancelled,4405.0,1
80075,779,Sao Paulo (SP),Recife (PE),firstClass,1533.42,1.26,486.52,CloudFy,2021-11-18,Hotel AU,Recife (PE),3,312.83,2021-11-18,938.49,Carlbury,New Whitneyside,SUV,Budget,3.0,211.0,Prepaid,Confirmed,3247.0,1
109979,1090,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,2019-11-21,Hotel BD,Natal (RN),4,242.88,2019-11-21,971.52,Davidland,Spencefort,Luxury,Enterprise,4.0,445.0,Prepaid,Pending,10324.0,1
125198,1235,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,2022-10-02,Hotel BW,Campo Grande (MS),3,60.39,2022-02-10,181.17,Lake Crystal,South Michael,Sedan,Sixt,5.0,350.0,Partial,Pending,4200.0,1
8965,90,Recife (PE),Brasilia (DF),firstClass,709.25,0.63,242.21,CloudFy,2022-04-28,Hotel BP,Brasilia (DF),3,247.62,2022-04-28,742.86,,,,,,,,,,0
14533,146,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,2019-09-26,Hotel BW,Campo Grande (MS),1,60.39,2019-09-26,60.39,,,,,,,,,,0
77369,752,Sao Paulo (SP),Salvador (BH),premium,1118.61,1.04,401.66,CloudFy,2020-08-20,Hotel K,Salvador (BH),4,263.41,2020-08-20,1053.64,South Chloemouth,West Ebonyhaven,Hatchback,Sixt,4.0,320.0,Partial,Pending,2977.0,1
29024,276,Brasilia (DF),Salvador (BH),firstClass,1665.24,1.76,676.56,Rainbow,2022-01-13,Hotel K,Salvador (BH),1,263.41,2022-01-13,263.41,,,,,,,,,,0
95801,946,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,2020-02-07,Hotel BP,Brasilia (DF),4,247.62,2020-07-02,990.48,New Sarahfort,New Davidfort,Sedan,Avis,1.0,61.0,Partial,Pending,1018.0,1
18312,181,Aracaju (SE),Salvador (BH),economic,943.36,2.16,830.86,Rainbow,2020-02-07,Hotel K,Salvador (BH),1,263.41,2020-07-02,263.41,,,,,,,,,,0
75472,735,Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,1.55,597.61,CloudFy,2019-10-31,Hotel CB,Rio de Janeiro (RJ),2,165.99,2019-10-31,331.98,East Hollymouth,Markstad,Sedan,Avis,5.0,454.0,Prepaid,Cancelled,5230.0,1
24643,240,Brasilia (DF),Campo Grande (MS),economic,629.54,0.72,277.7,Rainbow,2020-09-07,Hotel BW,Campo Grande (MS),4,60.39,2020-07-09,241.56,,,,,,,,,,0
94738,936,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,2020-01-23,Hotel Z,Aracaju (SE),4,208.04,2020-01-23,832.16,,,,,,,,,,0
24141,236,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,2021-11-25,Hotel AU,Recife (PE),2,312.83,2021-11-25,625.66,Collinston,Port Keithchester,SUV,Enterprise,2.0,77.0,Partial,Cancelled,1542.0,1
104785,1040,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,2019-11-28,Hotel K,Salvador (BH),2,263.41,2019-11-28,526.82,,,,,,,,,,0
133702,1316,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,1.21,466.3,FlyingDrops,2022-07-04,Hotel CB,Rio de Janeiro (RJ),4,165.99,2022-04-07,663.96,,,,,,,,,,0
19499,190,Brasilia (DF),Sao Paulo (SP),firstClass,904.0,0.67,257.81,FlyingDrops,2020-06-02,Hotel AF,Sao Paulo (SP),4,139.1,2020-02-06,556.4,,,,,,,,,,0
31371,300,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,2021-10-28,Hotel BW,Campo Grande (MS),2,60.39,2021-10-28,120.78,New Heather,Port Kathyview,Luxury,Enterprise,5.0,381.0,Full-to-Full,Pending,9186.0,1
73999,717,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,2020-04-23,Hotel BW,Campo Grande (MS),2,60.39,2020-04-23,120.78,,,,,,,,,,0
77913,757,Natal (RN),Florianopolis (SC),economic,884.4,1.84,709.37,Rainbow,2020-01-23,Hotel A,Florianopolis (SC),2,313.02,2020-01-23,626.04,,,,,,,,,,0
95587,943,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,2020-10-12,Hotel BD,Natal (RN),2,242.88,2020-12-10,485.76,,,,,,,,,,0
117133,1160,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,1.21,466.3,CloudFy,2020-12-31,Hotel CB,Rio de Janeiro (RJ),1,165.99,2020-12-31,165.99,Port Roberttown,Ellisonland,Luxury,Budget,3.0,426.0,Prepaid,Confirmed,9798.0,1
19809,193,Aracaju (SE),Campo Grande (MS),premium,1021.53,1.69,650.1,CloudFy,2021-05-08,Hotel BW,Campo Grande (MS),2,60.39,2021-08-05,120.78,North Kristenville,Carlosfort,Luxury,Hertz,3.0,330.0,Partial,Confirmed,7887.0,1
60393,584,Campo Grande (MS),Aracaju (SE),firstClass,1473.41,1.69,650.1,FlyingDrops,2021-04-02,Hotel Z,Aracaju (SE),4,208.04,2021-02-04,832.16,,,,,,,,,,0
14197,141,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,2.3,885.57,FlyingDrops,2020-02-20,Hotel CB,Rio de Janeiro (RJ),4,165.99,2020-02-20,663.96,Port Erinmouth,Hunterchester,Luxury,Avis,2.0,299.0,Partial,Cancelled,7128.0,1
