Departure,Arrival,flightType,Flight_price,Flight_duration,Flight_Distance,Flight_agency,Departure_date,Hotel_Name,Arrival_place,Hotel_stay,Hotel_per_day_price,Check_in,Hotel_TotalPrice,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,Car_total_distance,fuelPolicy,Car_bookingStatus,total_rent_price
2,4,2,652.47,0.65,250.68,0,140,3,4,2,242.88,119,485.76,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,2,2,447.53,0.44,168.22,0,29,5,2,3,60.39,29,181.17,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,1,2,706.36,1.11,425.98,2,72,4,1,2,247.62,101,495.24,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,6,2,1363.27,2.09,806.48,0,170,6,6,1,165.99,170,165.99,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,6,2,1363.27,2.09,806.48,0,7,6,6,3,165.99,5,497.97,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,1,1,742.94,0.67,257.81,0,58,4,1,4,247.62,57,990.48,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,1,0,389.47,0.67,257.81,0,97,4,1,2,247.62,80,495.24,266,1575,2,4,4.0,107.0,0,2,2089.0
2,5,1,1244.73,1.39,535.4,0,15,2,5,3,312.83,16,938.49,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,3,0,808.63,1.49,573.81,0,5,0,3,4,313.02,3,1252.08,1141,1964,2,0,2.0,183.0,1,2,2805.0
3,4,0,780.68,1.84,709.37,2,53,3,4,1,242.88,52,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,7,0,621.36,1.36,522.34,0,11,7,7,1,263.41,11,263.41,1422,1782,0,0,2.0,405.0,0,1,3565.0
3,2,0,478.02,1.49,573.81,0,37,5,2,4,60.39,19,241.56,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,4,1,732.89,0.65,250.68,0,59,3,4,4,242.88,37,971.52,2460,889,3,2,3.0,314.0,1,2,3681.0
3,5,0,674.52,1.76,676.53,0,100,2,5,2,312.83,100,625.66,2383,2246,0,4,1.0,147.0,2,2,1454.0
6,5,0,829.91,1.26,486.52,0,54,2,5,4,312.83,50,1251.32,2366,1033,3,3,2.0,204.0,0,2,2499.0
6,2,2,438.74,0.44,168.22,2,60,5,2,2,60.39,60,120.78,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,5,0,674.52,1.76,676.53,0,23,2,5,3,312.83,22,938.49,955,173,0,2,5.0,351.0,1,2,3270.0
0,8,1,752.27,1.02,392.76,2,0,1,8,4,139.1,1,556.4,2120,3028,1,3,4.0,211.0,2,1,5668.0
1,8,1,992.17,0.67,257.81,2,81,1,8,1,139.1,110,139.1,3206,2494,3,1,2.0,207.0,0,1,2526.0
1,0,2,987.07,1.11,425.98,0,165,8,0,3,208.04,164,624.12,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,2,1,1069.12,1.39,535.4,2,62,5,2,3,60.39,24,181.17,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,7,0,915.02,2.44,937.77,2,74,7,7,2,263.41,73,526.82,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,2,2,660.25,0.65,250.68,2,142,5,2,3,60.39,142,181.17,1775,2332,1,4,1.0,180.0,1,0,4575.0
0,3,0,869.13,2.1,808.85,0,33,0,3,4,313.02,58,1252.08,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,1,2,661.32,0.72,277.7,0,163,4,1,3,247.62,161,742.86,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,4,2,488.73,0.58,222.67,2,59,3,4,2,242.88,37,485.76,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,2,0,544.86,1.49,573.81,2,99,5,2,1,60.39,99,60.39,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,5,0,674.52,1.76,676.53,0,135,2,5,1,312.83,134,312.83,1234,1146,3,0,5.0,188.0,2,1,2572.0
2,4,0,411.05,0.65,250.68,2,148,3,4,3,242.88,147,728.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,7,1,1640.8,2.44,937.77,0,53,7,7,2,263.41,52,526.82,1248,2404,2,1,5.0,56.0,1,2,1568.0
6,5,0,829.91,1.26,486.52,0,6,2,5,4,312.83,4,1251.32,2867,62,2,2,5.0,384.0,0,2,5488.0
0,1,1,957.68,1.11,425.98,0,3,4,1,3,247.62,0,742.86,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,7,2,1346.6,1.76,676.56,0,1,7,7,1,263.41,10,263.41,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,3,0,889.07,1.66,637.56,2,30,0,3,2,313.02,30,626.04,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,1,1348.79,1.84,709.37,1,42,3,4,1,242.88,42,242.88,3004,2803,2,1,5.0,328.0,2,1,4830.0
3,6,0,313.62,1.21,466.3,0,49,6,6,3,165.99,15,497.97,392,1057,1,1,3.0,91.0,0,0,3110.0
5,2,0,563.71,1.39,535.4,0,39,5,2,1,60.39,38,60.39,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,5,0,659.43,1.39,535.4,0,55,2,5,1,312.83,63,312.83,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,4,0,301.51,0.58,222.67,0,107,3,4,2,242.88,107,485.76,1714,316,2,1,5.0,455.0,0,2,6349.0
2,4,0,411.05,0.65,250.68,2,36,3,4,1,242.88,35,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,1,1,1127.36,1.66,637.56,0,9,4,1,1,247.62,8,247.62,2042,801,1,3,1.0,122.0,0,0,3435.0
3,7,1,1640.8,2.44,937.77,0,8,7,7,3,263.41,7,790.23,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,2,0,743.54,1.69,650.1,2,157,5,2,1,60.39,157,60.39,811,2399,2,0,4.0,223.0,0,2,3447.0
3,4,1,1385.49,1.84,709.37,2,102,3,4,2,242.88,115,485.76,1812,1173,3,2,4.0,220.0,0,0,2795.0
2,8,1,620.16,0.44,168.22,0,100,1,8,3,139.1,100,417.3,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,5,0,674.52,1.76,676.53,0,88,2,5,1,312.83,87,312.83,308,3184,3,1,5.0,136.0,1,2,2046.0
2,4,2,541.59,0.65,250.68,2,12,3,4,2,242.88,12,485.76,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,6,2,1363.27,2.09,806.48,0,80,6,6,2,165.99,75,331.98,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,7,1,1714.75,2.16,830.86,1,7,7,7,1,263.41,5,263.41,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,2,1128.51,1.84,709.37,0,23,3,4,1,242.88,22,242.88,399,1616,3,0,5.0,436.0,0,2,5060.0
0,1,2,755.62,1.11,425.98,0,58,4,1,3,247.62,57,742.86,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,3,1,1666.23,1.46,562.14,1,86,0,3,3,313.02,85,939.06,1140,2178,3,2,3.0,157.0,0,0,2119.0
5,8,0,545.95,1.26,486.52,2,64,1,8,4,139.1,64,556.4,1011,461,2,4,2.0,481.0,2,1,6395.0
0,4,1,549.96,0.46,176.33,2,23,3,4,3,242.88,22,728.64,532,974,0,3,2.0,458.0,2,1,3979.0
6,0,1,1269.73,1.02,392.76,1,52,8,0,3,208.04,51,624.12,1820,1721,2,2,3.0,53.0,0,2,1317.0
5,4,2,488.73,0.58,222.67,2,31,3,4,3,242.88,31,728.64,2003,2864,1,1,1.0,322.0,0,0,7436.0
2,4,1,778.01,0.65,250.68,2,132,3,4,3,242.88,131,728.64,1868,1183,1,1,2.0,252.0,1,1,6170.0
2,3,1,1446.34,1.49,573.81,0,157,0,3,3,313.02,157,939.06,205,152,3,2,1.0,336.0,2,0,3767.0
3,0,0,819.41,2.1,808.85,2,184,8,0,1,208.04,187,208.04,1925,604,0,2,2.0,286.0,1,2,2611.0
3,7,2,1367.88,2.44,937.77,2,22,7,7,3,263.41,21,790.23,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,6,0,313.62,1.21,466.3,0,82,6,6,1,165.99,81,165.99,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,6,2,1270.03,2.3,885.57,0,106,6,6,3,165.99,89,497.97,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,2,1,1009.71,0.72,277.7,1,78,5,2,2,60.39,78,120.78,400,1209,0,3,1.0,51.0,2,2,674.0
2,7,0,615.26,1.36,522.34,2,101,7,7,3,263.41,102,790.23,1157,1050,2,3,3.0,382.0,1,1,5300.0
3,2,1,857.32,1.49,573.81,2,167,5,2,2,60.39,137,120.78,2379,2997,0,4,5.0,328.0,2,2,3107.0
0,5,0,604.14,1.44,555.74,0,186,2,5,4,312.83,190,1251.32,2664,1315,0,2,1.0,248.0,2,0,2259.0
3,5,2,918.66,1.76,676.53,0,28,2,5,1,312.83,36,312.83,2852,166,3,0,3.0,301.0,1,0,3543.0
2,3,1,1341.21,1.49,573.81,2,112,0,3,3,313.02,111,939.06,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,2,0,478.02,1.49,573.81,0,15,5,2,2,60.39,16,120.78,1259,848,1,2,5.0,440.0,2,0,10397.0
3,6,1,585.77,1.21,466.3,0,50,6,6,1,165.99,28,165.99,1340,2476,3,0,5.0,438.0,1,1,5056.0
3,4,1,1385.49,1.84,709.37,2,0,3,4,4,242.88,1,971.52,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,7,1,1052.6,1.36,522.34,1,41,7,7,1,263.41,32,263.41,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,7,1,1149.38,1.36,522.34,0,28,7,7,3,263.41,36,790.23,2201,740,3,0,3.0,424.0,2,2,4799.0
2,4,0,467.6,0.65,250.68,0,7,3,4,1,242.88,5,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,2,0,615.59,1.39,535.4,2,114,5,2,4,60.39,113,241.56,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,4,1,633.71,0.58,222.67,1,99,3,4,1,242.88,99,242.88,2699,939,3,3,1.0,414.0,2,0,4547.0
5,4,2,488.73,0.58,222.67,2,44,3,4,4,242.88,44,971.52,3054,1249,2,2,1.0,225.0,2,1,3215.0
5,3,2,1074.75,1.76,676.53,0,78,0,3,3,313.02,78,939.06,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,0,0,879.1,2.1,808.85,0,102,8,0,4,208.04,115,832.16,193,1289,3,2,4.0,50.0,0,2,1092.0
4,1,1,1192.62,1.43,550.69,1,5,4,1,2,247.62,3,495.24,535,3107,0,1,2.0,57.0,1,1,787.0
1,2,1,1009.71,0.72,277.7,1,63,5,2,4,60.39,59,241.56,494,2737,0,2,4.0,464.0,0,2,4144.0
1,4,1,1434.91,1.43,550.69,2,31,3,4,2,242.88,31,485.76,1616,1962,2,3,1.0,182.0,0,2,2711.0
3,0,0,879.1,2.1,808.85,0,62,8,0,2,208.04,24,416.08,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,6,1,1609.81,2.09,806.48,1,89,6,6,2,165.99,84,331.98,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,0,1,1582.1,2.1,808.85,2,39,8,0,4,208.04,38,832.16,1715,2093,0,0,3.0,81.0,0,1,1010.0
5,3,1,1371.83,1.76,676.53,2,62,0,3,4,313.02,24,1252.08,2396,2594,2,0,2.0,348.0,2,0,4783.0
4,6,2,1102.93,1.55,595.03,0,109,6,6,2,165.99,109,331.98,1948,2963,1,0,2.0,216.0,0,0,5469.0
3,1,0,555.01,1.66,637.56,2,111,4,1,3,247.62,76,742.86,240,1271,2,4,1.0,341.0,1,0,4594.0
3,4,2,1114.55,1.84,709.37,2,18,3,4,1,242.88,14,242.88,1411,1496,0,4,3.0,425.0,1,0,3786.0
4,3,2,1212.58,1.84,709.37,2,153,0,3,1,313.02,152,313.02,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,8,0,538.95,0.67,257.81,0,92,1,8,2,139.1,67,278.2,770,1032,0,1,1.0,59.0,1,1,760.0
3,8,0,426.91,1.46,562.14,0,53,1,8,2,139.1,52,278.2,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,6,1,1609.81,2.09,806.48,1,72,6,6,2,165.99,101,331.98,1236,1478,1,4,5.0,144.0,0,1,4461.0
2,1,2,691.99,0.72,277.7,2,26,4,1,1,247.62,25,247.62,53,520,3,3,3.0,139.0,2,0,1930.0
3,4,2,1128.51,1.84,709.37,0,146,3,4,1,242.88,145,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,7,0,958.15,1.76,676.56,0,50,7,7,3,263.41,28,790.23,841,2042,3,0,3.0,306.0,0,0,3592.0
3,1,1,1097.17,1.66,637.56,1,3,4,1,4,247.62,0,990.48,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,6,0,755.71,1.55,595.03,2,149,6,6,4,165.99,148,663.96,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,0,1,1574.28,2.1,808.85,1,16,8,0,3,208.04,17,624.12,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,7,2,1249.83,2.05,788.55,2,53,7,7,4,263.41,52,1053.64,384,976,2,3,2.0,448.0,1,2,5979.0
5,0,0,663.23,1.44,555.74,2,128,8,0,3,208.04,127,624.12,1488,1305,2,0,3.0,484.0,0,0,6523.0
0,3,1,1582.41,2.1,808.85,2,111,0,3,4,313.02,76,1252.08,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,1,2,885.37,1.66,637.56,0,20,4,1,2,247.62,40,495.24,791,191,2,3,5.0,451.0,1,2,6294.0
1,8,2,750.0,0.67,257.81,2,29,1,8,1,139.1,29,139.1,724,1762,3,1,1.0,427.0,2,1,4679.0
2,3,1,1341.21,1.49,573.81,2,148,0,3,1,313.02,147,313.02,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,7,1,1723.71,2.16,830.86,2,85,7,7,2,263.41,97,526.82,942,2621,1,1,3.0,401.0,0,2,9304.0
1,2,1,1009.71,0.72,277.7,1,0,5,2,2,60.39,1,120.78,2642,1116,2,0,3.0,443.0,0,2,5998.0
2,5,0,674.16,1.39,535.4,2,21,2,5,2,312.83,20,625.66,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,1,1,1127.36,1.66,637.56,0,53,4,1,3,247.62,52,742.86,1802,2027,1,2,3.0,236.0,0,2,5983.0
2,4,1,778.01,0.65,250.68,2,27,3,4,2,242.88,26,485.76,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,6,1,1092.94,0.86,331.89,0,108,6,6,2,165.99,108,331.98,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,4,1,1434.91,1.43,550.69,2,104,3,4,2,242.88,104,485.76,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,6,2,1102.93,1.55,595.03,0,155,6,6,4,165.99,155,663.96,1281,2270,3,4,3.0,156.0,0,0,2112.0
1,2,0,583.6,0.72,277.7,0,169,5,2,1,60.39,169,60.39,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,8,1,1148.78,0.85,327.55,2,50,1,8,2,139.1,28,278.2,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,0,2,1215.45,1.69,650.1,0,96,8,0,3,208.04,96,624.12,3303,1832,3,2,4.0,415.0,2,1,4747.0
6,3,1,1684.14,1.46,562.14,0,39,0,3,1,313.02,38,313.02,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,6,1,1183.57,1.55,597.61,0,35,6,6,3,165.99,34,497.97,1133,1468,3,4,1.0,227.0,0,0,2652.0
5,8,0,513.06,1.26,486.52,0,6,1,8,3,139.1,4,417.3,1565,2309,3,1,2.0,241.0,1,1,2878.0
2,8,1,620.16,0.44,168.22,0,64,1,8,4,139.1,64,556.4,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,8,1,1020.42,0.85,327.55,0,47,1,8,3,139.1,47,417.3,1741,1636,2,2,2.0,385.0,1,0,5210.0
5,2,1,1069.12,1.39,535.4,2,48,5,2,4,60.39,48,241.56,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,6,1,585.77,1.21,466.3,0,35,6,6,2,165.99,34,331.98,3133,3278,1,3,5.0,370.0,1,1,8999.0
0,1,1,898.04,1.11,425.98,1,31,4,1,2,247.62,31,495.24,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,7,2,1288.79,2.16,830.86,0,78,7,7,1,263.41,78,263.41,2714,1685,0,1,3.0,58.0,0,2,851.0
3,5,1,1300.6,1.76,676.53,0,145,2,5,1,312.83,132,312.83,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,8,2,588.14,1.02,392.76,2,6,1,8,1,139.1,4,139.1,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,6,0,910.7,2.3,885.57,0,39,6,6,4,165.99,38,663.96,179,760,3,3,2.0,62.0,1,1,1104.0
3,8,0,426.91,1.46,562.14,0,57,1,8,3,139.1,56,417.3,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,6,1,624.89,1.21,466.3,1,55,6,6,3,165.99,63,497.97,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,3,2,1070.54,1.76,676.53,2,33,0,3,3,313.02,58,939.06,412,81,1,3,1.0,299.0,2,2,6945.0
3,7,1,1692.64,2.44,937.77,1,109,7,7,2,263.41,109,526.82,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,2,0,743.54,1.69,650.1,2,36,5,2,3,60.39,35,181.17,1387,926,0,2,1.0,440.0,1,2,3794.0
0,3,0,852.18,2.1,808.85,2,10,0,3,3,313.02,9,939.06,663,1689,0,3,5.0,218.0,1,2,2205.0
6,1,1,824.31,0.67,257.81,2,26,4,1,3,247.62,25,742.86,2778,2120,1,2,4.0,227.0,0,2,5989.0
3,6,0,317.08,1.21,466.3,2,167,6,6,4,165.99,137,663.96,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,7,0,793.27,1.04,401.66,0,106,7,7,4,263.41,89,1053.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,5,2,1013.4,1.76,676.53,2,62,2,5,3,312.83,24,938.49,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,4,0,360.22,0.58,222.67,2,31,3,4,1,242.88,31,242.88,1497,256,3,3,4.0,428.0,2,0,4893.0
3,4,2,1128.51,1.84,709.37,0,5,3,4,4,242.88,3,971.52,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,8,2,554.87,1.46,562.14,0,57,1,8,4,139.1,56,556.4,2851,1161,2,4,4.0,80.0,1,2,1731.0
1,6,0,344.26,0.48,183.37,0,100,6,6,1,165.99,100,165.99,2483,833,3,1,4.0,330.0,2,2,3908.0
3,8,2,554.87,1.46,562.14,0,58,1,8,4,139.1,57,556.4,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,7,0,898.67,2.44,937.77,0,138,7,7,2,263.41,138,526.82,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,6,1,549.55,1.21,466.3,2,158,6,6,4,165.99,124,663.96,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,8,1,1148.78,0.85,327.55,2,102,1,8,2,139.1,115,278.2,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,8,2,657.87,1.26,486.52,0,111,1,8,2,139.1,76,278.2,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,5,2,579.62,0.58,222.67,2,124,2,5,1,312.83,140,312.83,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,5,0,829.91,1.26,486.52,0,29,2,5,3,312.83,29,938.49,2064,2084,0,3,5.0,203.0,2,1,2120.0
5,1,0,393.68,0.63,242.21,0,47,4,1,4,247.62,47,990.48,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,1,1,1087.18,1.66,637.56,2,20,4,1,4,247.62,40,990.48,1811,1702,3,0,1.0,61.0,1,2,1018.0
3,1,0,636.51,1.66,637.56,0,5,4,1,3,247.62,3,742.86,2974,1401,2,3,2.0,461.0,0,1,6126.0
3,8,1,693.51,1.46,562.14,0,43,1,8,3,139.1,43,417.3,2751,2501,1,0,5.0,385.0,1,2,9279.0
3,7,0,898.67,2.44,937.77,0,34,7,7,3,263.41,33,790.23,2651,553,1,2,1.0,63.0,1,0,2233.0
1,4,1,1434.91,1.43,550.69,2,99,3,4,4,242.88,99,971.52,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,5,1,1119.47,1.44,555.74,2,46,2,5,3,312.83,46,938.49,281,2125,2,4,5.0,87.0,0,1,1941.0
6,0,1,1159.84,1.02,392.76,2,97,8,0,1,208.04,80,208.04,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,1,1,847.83,0.72,277.7,1,50,4,1,2,247.62,28,495.24,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,0,0,301.61,0.46,176.33,2,59,8,0,3,208.04,37,624.12,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,4,2,488.73,0.58,222.67,2,198,3,4,2,242.88,172,485.76,2276,2331,1,1,5.0,86.0,1,0,3286.0
2,6,2,1363.27,2.09,806.48,0,57,6,6,2,165.99,56,331.98,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,5,0,604.14,1.44,555.74,0,63,2,5,1,312.83,59,312.83,2475,1087,1,1,2.0,201.0,0,1,5146.0
3,7,0,898.67,2.44,937.77,0,82,7,7,1,263.41,81,263.41,2433,1190,2,0,4.0,119.0,2,1,2207.0
3,6,1,624.89,1.21,466.3,1,1,6,6,1,165.99,10,165.99,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,0,1,1260.1,1.11,425.98,0,72,8,0,3,208.04,101,624.12,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,6,1,1611.14,2.3,885.57,2,9,6,6,2,165.99,8,331.98,3115,1429,2,3,3.0,230.0,2,2,3466.0
3,5,1,1175.62,1.76,676.53,2,136,2,5,3,312.83,135,938.49,587,314,1,4,1.0,472.0,1,0,10412.0
3,4,1,1348.79,1.84,709.37,1,56,3,4,3,242.88,55,728.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,6,1,1183.57,1.55,597.61,0,89,6,6,1,165.99,84,165.99,3347,3335,4,5,3.0,277.0,3,3,3713.0
4,3,2,1165.99,1.84,709.37,0,111,0,3,1,313.02,76,313.02,2180,2688,2,4,2.0,272.0,1,0,3872.0
0,7,2,1289.05,2.16,830.86,2,46,7,7,1,263.41,46,263.41,1591,1811,0,4,1.0,389.0,1,2,3382.0
5,7,1,1596.61,2.05,788.55,1,43,7,7,3,263.41,43,790.23,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,3,2,1030.13,1.49,573.81,2,8,0,3,2,313.02,7,626.04,154,636,3,3,2.0,164.0,0,2,2129.0
2,5,1,1185.95,1.39,535.4,2,90,2,5,1,312.83,90,312.83,1061,1949,2,3,3.0,311.0,0,2,4447.0
2,3,1,1310.32,1.49,573.81,1,58,0,3,2,313.02,57,626.04,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,5,2,918.66,1.76,676.53,0,4,2,5,4,312.83,2,1251.32,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,3,0,852.18,2.1,808.85,2,33,0,3,3,313.02,58,939.06,1945,96,2,3,1.0,408.0,0,2,5433.0
5,7,1,1484.94,2.05,788.55,0,77,7,7,2,263.41,77,526.82,2282,212,1,1,3.0,337.0,0,0,8022.0
4,8,0,583.17,0.85,327.55,2,31,1,8,2,139.1,31,278.2,2869,2385,3,2,3.0,460.0,1,1,5156.0
2,5,1,1185.95,1.39,535.4,2,95,2,5,1,312.83,95,312.83,1112,1179,1,3,2.0,353.0,2,2,8188.0
0,6,2,1007.72,1.55,597.61,0,132,6,6,1,165.99,131,165.99,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,0,0,721.2,1.11,425.98,2,49,8,0,4,208.04,15,832.16,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,1,0,548.62,1.11,425.98,2,79,4,1,3,247.62,71,742.86,1792,1134,3,0,4.0,319.0,0,2,3787.0
0,7,0,964.83,2.16,830.86,0,140,7,7,3,263.41,119,790.23,2522,439,3,2,3.0,240.0,2,0,2951.0
2,4,0,467.6,0.65,250.68,0,85,3,4,2,242.88,97,485.76,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,5,0,602.49,1.44,555.74,2,161,2,5,2,312.83,159,625.66,3117,1808,1,4,3.0,464.0,2,2,10558.0
3,8,1,762.89,1.46,562.14,1,13,1,8,1,139.1,13,139.1,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,8,0,446.73,1.02,392.76,2,76,1,8,4,139.1,88,556.4,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,2,2,1021.53,1.69,650.1,0,12,5,2,3,60.39,12,181.17,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,1,1385.49,1.84,709.37,2,32,3,4,1,242.88,23,242.88,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,2,1,1110.76,1.39,535.4,0,0,5,2,4,60.39,1,241.56,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,0,1,1468.03,2.1,808.85,0,27,8,0,2,208.04,26,416.08,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,7,1,1470.41,2.05,788.55,2,130,7,7,3,263.41,129,790.23,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,2,2,438.74,0.44,168.22,2,97,5,2,3,60.39,80,181.17,3347,3335,4,5,3.0,277.0,3,3,3713.0
1,6,0,344.26,0.48,183.37,0,11,6,6,1,165.99,11,165.99,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,1,0,517.82,0.72,277.7,2,165,4,1,3,247.62,164,742.86,1830,1486,2,3,2.0,64.0,2,0,1372.0
3,7,0,915.02,2.44,937.77,2,162,7,7,4,263.41,160,1053.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,6,0,946.55,2.09,806.48,2,1,6,6,1,165.99,10,165.99,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,3,0,761.2,1.76,676.53,0,56,0,3,3,313.02,55,939.06,2310,506,3,3,4.0,189.0,0,2,2509.0
1,0,2,965.62,1.11,425.98,2,68,8,0,3,208.04,92,624.12,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,8,0,375.51,0.44,168.22,0,41,1,8,1,139.1,32,139.1,792,1065,1,1,3.0,326.0,1,1,7801.0
3,0,1,1468.03,2.1,808.85,0,149,8,0,3,208.04,148,624.12,899,2037,2,3,1.0,294.0,0,1,4052.0
0,6,2,930.12,1.55,597.61,2,75,6,6,3,165.99,74,497.97,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,4,2,1114.55,1.84,709.37,2,125,3,4,4,242.88,125,971.52,2907,1274,3,3,4.0,101.0,1,0,1623.0
3,4,2,1128.51,1.84,709.37,0,16,3,4,4,242.88,17,971.52,3347,3335,4,5,3.0,277.0,3,3,3713.0
0,4,1,598.61,0.46,176.33,0,101,3,4,3,242.88,102,728.64,3347,3335,4,5,3.0,277.0,3,3,3713.0
2,6,1,1609.81,2.09,806.48,1,15,6,6,3,165.99,16,497.97,3347,3335,4,5,3.0,277.0,3,3,3713.0
6,0,0,647.9,1.02,392.76,2,36,8,0,4,208.04,35,832.16,3347,3335,4,5,3.0,277.0,3,3,3713.0
5,4,0,360.22,0.58,222.67,2,44,3,4,3,242.88,44,728.64,2029,400,0,4,1.0,148.0,2,0,1478.0
3,4,1,1315.27,1.84,709.37,0,123,3,4,2,242.88,122,485.76,710,2995,0,1,3.0,434.0,0,1,3869.0
1,5,1,691.39,0.63,242.21,1,110,2,5,3,312.83,72,938.49,3347,3335,4,5,3.0,277.0,3,3,3713.0
3,0,1,1582.1,2.1,808.85,2,46,8,0,2,208.04,46,416.08,2324,1997,0,4,3.0,308.0,1,1,2854.0
