travelCode_outbound,User_ID,flightType_outbound,Flight_price_outbound,Flight_agency_outbound,Departure_date_outbound,Departure_outbound,Arrival_outbound,Flight Distance (km)_outbound,Flight Duration (hh:mm)_outbound,Departure Time_outbound,Arrival Time_outbound,flight_number_outbound,travelCode_return,flightType_return,Flight_price_return,Flight_agency_return,Departure_date_return,Departure_return,Arrival_return,Flight Distance (km)_return,Flight Duration (hh:mm)_return,Departure Time_return,Arrival Time_return,flight_number_return
103604,1027,premium,481.42,SpiceJet,05/12/2022,Gwalior,Gangtok,1043.09,01:09,08:28,09:37,SG4250,103621,firstClass,949.58,Air India,09/08/2022,Gangtok,Gwalior,1043.09,01:09,11:00,12:09,AI982G
103621,1027,firstClass,949.58,Air India,09/08/2022,Gangtok,Gwalior,1043.09,01:09,11:00,12:09,AI982G,103604,premium,481.42,SpiceJet,05/12/2022,Gwalior,Gangtok,1043.09,01:09,08:28,09:37,SG4250
104026,1032,economic,555.01,SpiceJet,26/09/2019,Itanagar,Kullu-Manali,1677.39,01:51,01:52,03:43,SG2853,104041,firstClass,549.55,SpiceJet,01/09/2020,Kullu-Manali,Itanagar,1677.39,01:51,18:12,20:03,SG7165
104041,1032,firstClass,549.55,SpiceJet,01/09/2020,Kullu-Manali,Itanagar,1677.39,01:51,18:12,20:03,SG7165,104026,economic,555.01,SpiceJet,26/09/2019,Itanagar,Kullu-Manali,1677.39,01:51,01:52,03:43,SG2853
104472,1037,economic,426.91,IndiGo,12/12/2019,Dehradun,Delhi NCR,206.89,00:13,21:51,22:04,6E677H,104558,premium,697.65,IndiGo,08/05/2021,Delhi NCR,Dehradun,206.89,00:13,06:14,06:27,6E452E
104558,1037,premium,697.65,IndiGo,08/05/2021,Delhi NCR,Dehradun,206.89,00:13,06:14,06:27,6E452E,104472,economic,426.91,IndiGo,12/12/2019,Dehradun,Delhi NCR,206.89,00:13,21:51,22:04,6E677H
104683,1039,firstClass,738.8,SpiceJet,29/04/2021,Visakhapatnam,Raigarh,469.41,00:31,18:18,18:49,SG8757,104726,economic,819.41,Akasa Air,24/02/2022,Raigarh,Visakhapatnam,469.41,00:31,03:29,04:00,QP1740
104725,1039,premium,918.66,Air India,17/02/2022,Bilaspur,Ranchi,352.67,00:23,06:26,06:49,AI787B,104731,firstClass,857.32,SpiceJet,31/03/2022,Ranchi,Bilaspur,352.67,00:23,06:00,06:23,SG4695
104726,1039,economic,819.41,Akasa Air,24/02/2022,Raigarh,Visakhapatnam,469.41,00:31,03:29,04:00,QP1740,104683,firstClass,738.8,SpiceJet,29/04/2021,Visakhapatnam,Raigarh,469.41,00:31,18:18,18:49,SG8757
104731,1039,firstClass,857.32,SpiceJet,31/03/2022,Ranchi,Bilaspur,352.67,00:23,06:00,06:23,SG4695,104725,premium,918.66,Air India,17/02/2022,Bilaspur,Ranchi,352.67,00:23,06:26,06:49,AI787B
104733,1039,firstClass,1292.29,AirAsia India,14/04/2022,Delhi NCR,Amritsar,391.51,00:26,02:50,03:16,I57798,104753,economic,898.67,IndiGo,09/01/2022,Amritsar,Delhi NCR,391.51,00:26,03:06,03:32,6E566C
104753,1039,economic,898.67,IndiGo,09/01/2022,Amritsar,Delhi NCR,391.51,00:26,03:06,03:32,6E566C,104733,firstClass,1292.29,AirAsia India,14/04/2022,Delhi NCR,Amritsar,391.51,00:26,02:50,03:16,I57798
104815,1040,firstClass,1087.18,SpiceJet,25/06/2020,Khowai,Chennai,1705.2,01:53,19:06,20:59,SG2631,104898,premium,1013.4,Akasa Air,27/01/2022,Chennai,Khowai,1705.2,01:53,10:49,12:42,QP1526
104898,1040,premium,1013.4,Akasa Air,27/01/2022,Chennai,Khowai,1705.2,01:53,10:49,12:42,QP1526,104815,firstClass,1087.18,SpiceJet,25/06/2020,Khowai,Chennai,1705.2,01:53,19:06,20:59,SG2631
104985,1041,firstClass,1127.36,Air India,23/07/2020,Chandigarh,Kullu-Manali,131.49,00:08,10:29,10:37,AI897E,105006,economic,427.0,Akasa Air,17/12/2020,Kullu-Manali,Chandigarh,131.49,00:08,22:27,22:35,QP1391B
105002,1041,firstClass,1582.1,SpiceJet,19/11/2020,Chennai,Mysuru,404.42,00:26,14:19,14:45,SG5890,105134,economic,426.91,IndiGo,06/01/2023,Mysuru,Chennai,404.42,00:26,12:51,13:17,6E348F
105006,1041,economic,427.0,Akasa Air,17/12/2020,Kullu-Manali,Chandigarh,131.49,00:08,22:27,22:35,QP1391B,104985,firstClass,1127.36,Air India,23/07/2020,Chandigarh,Kullu-Manali,131.49,00:08,10:29,10:37,AI897E
105088,1041,firstClass,1574.28,AirAsia India,14/07/2022,Guwahati,Thiruvananthapuram,2512.6,02:47,07:21,10:08,I52525,105129,premium,1149.53,Air India,27/04/2023,Thiruvananthapuram,Guwahati,2512.6,02:47,18:38,21:25,AI720C
105129,1041,premium,1149.53,Air India,27/04/2023,Thiruvananthapuram,Guwahati,2512.6,02:47,18:38,21:25,AI720C,105088,firstClass,1574.28,AirAsia India,14/07/2022,Guwahati,Thiruvananthapuram,2512.6,02:47,07:21,10:08,I52525
105134,1041,economic,426.91,IndiGo,06/01/2023,Mysuru,Chennai,404.42,00:26,12:51,13:17,6E348F,105002,firstClass,1582.1,SpiceJet,19/11/2020,Chennai,Mysuru,404.42,00:26,14:19,14:45,SG5890
105705,1048,premium,697.65,Air India,07/09/2020,Varanasi,Ludhiana,937.48,01:02,03:24,04:26,AI547B,105785,premium,1013.4,Akasa Air,20/01/2022,Ludhiana,Varanasi,937.48,01:02,04:25,05:27,QP1832D
105785,1048,premium,1013.4,Akasa Air,20/01/2022,Ludhiana,Varanasi,937.48,01:02,04:25,05:27,QP1832D,105705,premium,697.65,Air India,07/09/2020,Varanasi,Ludhiana,937.48,01:02,03:24,04:26,AI547B
106891,1061,firstClass,930.34,GoAir,07/02/2020,Coimbatore,Diu,1254.52,01:23,03:23,04:46,G81750E,107012,economic,695.3,SpiceJet,27/10/2022,Diu,Coimbatore,1254.52,01:23,11:54,13:17,SG7242
107012,1061,economic,695.3,SpiceJet,27/10/2022,Diu,Coimbatore,1254.52,01:23,11:54,13:17,SG7242,106891,firstClass,930.34,GoAir,07/02/2020,Coimbatore,Diu,1254.52,01:23,03:23,04:46,G81750E
107559,1067,firstClass,1097.17,GoAir,11/07/2019,Itanagar,Kota,4206.63,04:40,05:57,10:37,G81057,107587,premium,1013.4,SpiceJet,21/05/2020,Kota,Itanagar,4206.63,04:40,11:35,16:15,SG4661
107587,1067,premium,1013.4,SpiceJet,21/05/2020,Kota,Itanagar,4206.63,04:40,11:35,16:15,SG4661,107559,firstClass,1097.17,GoAir,11/07/2019,Itanagar,Kota,4206.63,04:40,05:57,10:37,G81057
107800,1070,firstClass,1292.29,GoAir,24/10/2019,Nashik,Jaipur,796.17,00:53,10:53,11:46,G81432,107849,firstClass,1468.03,IndiGo,10/01/2020,Jaipur,Nashik,796.17,00:53,07:30,08:23,6E136
107849,1070,firstClass,1468.03,IndiGo,10/01/2020,Jaipur,Nashik,796.17,00:53,07:30,08:23,6E136,107800,firstClass,1292.29,GoAir,24/10/2019,Nashik,Jaipur,796.17,00:53,10:53,11:46,G81432
108240,1074,economic,879.1,IndiGo,22/10/2020,Hisar,Udaipur,5157.55,05:43,13:41,19:24,6E243D,108349,firstClass,1692.64,AirAsia India,24/11/2022,Udaipur,Hisar,5157.55,05:43,16:29,22:12,I57259
108349,1074,firstClass,1692.64,AirAsia India,24/11/2022,Udaipur,Hisar,5157.55,05:43,16:29,22:12,I57259,108240,economic,879.1,IndiGo,22/10/2020,Hisar,Udaipur,5157.55,05:43,13:41,19:24,6E243D
108868,1080,premium,1013.4,Akasa Air,10/10/2019,Jamshedpur,Bengaluru,1420.83,01:34,23:06,00:40,QP1061B,108987,economic,898.67,IndiGo,20/01/2022,Bengaluru,Jamshedpur,1420.83,01:34,10:30,12:04,6E497B
108889,1080,premium,885.37,IndiGo,03/05/2020,Kota,Amritsar,2400.03,02:40,14:57,17:37,6E681C,109044,premium,814.55,Akasa Air,23/02/2023,Amritsar,Kota,2400.03,02:40,22:38,01:18,QP1575D
108987,1080,economic,898.67,IndiGo,20/01/2022,Bengaluru,Jamshedpur,1420.83,01:34,10:30,12:04,6E497B,108868,premium,1013.4,Akasa Air,10/10/2019,Jamshedpur,Bengaluru,1420.83,01:34,23:06,00:40,QP1061B
109044,1080,premium,814.55,Akasa Air,23/02/2023,Amritsar,Kota,2400.03,02:40,22:38,01:18,QP1575D,108889,premium,885.37,IndiGo,03/05/2020,Kota,Amritsar,2400.03,02:40,14:57,17:37,6E681C
110958,1100,economic,726.95,Air India,02/04/2021,Chennai,Dhubri,1759.43,01:57,15:57,17:54,AI750F,110988,economic,544.86,SpiceJet,09/02/2021,Dhubri,Chennai,1759.43,01:57,11:34,13:31,SG4115
110988,1100,economic,544.86,SpiceJet,09/02/2021,Dhubri,Chennai,1759.43,01:57,11:34,13:31,SG4115,110958,economic,726.95,Air India,02/04/2021,Chennai,Dhubri,1759.43,01:57,15:57,17:54,AI750F
111026,1101,firstClass,1630.75,Akasa Air,27/02/2020,Puri,Ludhiana,1589.13,01:45,18:11,19:56,QP1918C,111083,firstClass,1468.03,Air India,04/01/2021,Ludhiana,Puri,1589.13,01:45,03:18,05:03,AI896D
111083,1101,firstClass,1468.03,Air India,04/01/2021,Ludhiana,Puri,1589.13,01:45,03:18,05:03,AI896D,111026,firstClass,1630.75,Akasa Air,27/02/2020,Puri,Ludhiana,1589.13,01:45,18:11,19:56,QP1918C
111398,1104,firstClass,1292.29,AirAsia India,30/04/2020,Guwahati,Delhi NCR,1472.7,01:38,01:50,03:28,I55254,111460,firstClass,1630.75,SpiceJet,07/08/2021,Delhi NCR,Guwahati,1472.7,01:38,14:15,15:53,SG2366B
111432,1104,firstClass,624.89,GoAir,24/12/2020,Amritsar,Jamshedpur,1485.71,01:39,22:04,23:43,G81539D,111482,firstClass,1348.79,GoAir,12/09/2021,Jamshedpur,Amritsar,1485.71,01:39,04:27,06:06,G81826C
111460,1104,firstClass,1630.75,SpiceJet,07/08/2021,Delhi NCR,Guwahati,1472.7,01:38,14:15,15:53,SG2366B,111398,firstClass,1292.29,AirAsia India,30/04/2020,Guwahati,Delhi NCR,1472.7,01:38,01:50,03:28,I55254
111482,1104,firstClass,1348.79,GoAir,12/09/2021,Jamshedpur,Amritsar,1485.71,01:39,04:27,06:06,G81826C,111432,firstClass,624.89,GoAir,24/12/2020,Amritsar,Jamshedpur,1485.71,01:39,22:04,23:43,G81539D
111856,1108,premium,1367.88,Akasa Air,14/05/2020,Hisar,Shillong,6610.02,07:20,21:09,04:29,QP1454,111957,firstClass,930.34,AirAsia India,21/04/2022,Shillong,Hisar,6610.02,07:20,14:56,22:16,I53203
111935,1108,premium,554.87,IndiGo,18/11/2021,Hisar,Shillong,6610.02,07:20,19:11,02:31,6E571B,111957,firstClass,930.34,AirAsia India,21/04/2022,Shillong,Hisar,6610.02,07:20,14:56,22:16,I53203
111957,1108,firstClass,930.34,AirAsia India,21/04/2022,Shillong,Hisar,6610.02,07:20,14:56,22:16,I53203,111856,premium,1367.88,Akasa Air,14/05/2020,Hisar,Shillong,6610.02,07:20,21:09,04:29,QP1454
111957,1108,firstClass,930.34,AirAsia India,21/04/2022,Shillong,Hisar,6610.02,07:20,14:56,22:16,I53203,111935,premium,554.87,IndiGo,18/11/2021,Hisar,Shillong,6610.02,07:20,19:11,02:31,6E571B
114470,1139,economic,780.68,SpiceJet,20/02/2020,Hisar,Amritsar,4845.36,05:23,10:35,15:58,SG3409B,114489,premium,577.76,SpiceJet,07/02/2020,Amritsar,Hisar,4845.36,05:23,03:48,09:11,SG4466
114489,1139,premium,577.76,SpiceJet,07/02/2020,Amritsar,Hisar,4845.36,05:23,03:48,09:11,SG4466,114470,economic,780.68,SpiceJet,20/02/2020,Hisar,Amritsar,4845.36,05:23,10:35,15:58,SG3409B
115062,1145,economic,898.67,IndiGo,03/04/2021,Indore,Chennai,1169.26,01:17,10:00,11:17,6E573B,115142,premium,1311.38,IndiGo,15/09/2022,Chennai,Indore,1169.26,01:17,18:45,20:02,6E610C
115142,1145,premium,1311.38,IndiGo,15/09/2022,Chennai,Indore,1169.26,01:17,18:45,20:02,6E610C,115062,economic,898.67,IndiGo,03/04/2021,Indore,Chennai,1169.26,01:17,10:00,11:17,6E573B
116043,1151,firstClass,949.58,IndiGo,27/08/2020,Dabolim,Bhopal,952.21,01:03,01:15,02:18,6E382,116084,premium,469.92,Air India,06/10/2021,Bhopal,Dabolim,952.21,01:03,03:09,04:12,AI523
116084,1151,premium,469.92,Air India,06/10/2021,Bhopal,Dabolim,952.21,01:03,03:09,04:12,AI523,116043,firstClass,949.58,IndiGo,27/08/2020,Dabolim,Bhopal,952.21,01:03,01:15,02:18,6E382
117261,1162,economic,915.02,Akasa Air,26/11/2020,Chandigarh,Diu,1256.47,01:23,00:19,01:42,QP1058F,117306,firstClass,1292.29,GoAir,10/07/2021,Diu,Chandigarh,1256.47,01:23,18:46,20:09,G81164E
117306,1162,firstClass,1292.29,GoAir,10/07/2021,Diu,Chandigarh,1256.47,01:23,18:46,20:09,G81164E,117261,economic,915.02,Akasa Air,26/11/2020,Chandigarh,Diu,1256.47,01:23,00:19,01:42,QP1058F
117350,1163,firstClass,1175.62,SpiceJet,13/02/2020,Ranchi,Navi Mumbai,1360.83,01:30,19:23,20:53,SG1372,117404,premium,885.37,Air India,25/02/2021,Navi Mumbai,Ranchi,1360.83,01:30,08:15,09:45,AI779E
117404,1163,premium,885.37,Air India,25/02/2021,Navi Mumbai,Ranchi,1360.83,01:30,08:15,09:45,AI779E,117350,firstClass,1175.62,SpiceJet,13/02/2020,Ranchi,Navi Mumbai,1360.83,01:30,19:23,20:53,SG1372
117586,1165,economic,695.3,Akasa Air,31/10/2019,Kullu-Manali,Bhubaneswar,1552.98,01:43,10:49,12:32,QP1340,117598,economic,879.1,IndiGo,23/01/2020,Bhubaneswar,Kullu-Manali,1552.98,01:43,19:50,21:33,6E501B
117598,1165,economic,879.1,IndiGo,23/01/2020,Bhubaneswar,Kullu-Manali,1552.98,01:43,19:50,21:33,6E501B,117586,economic,695.3,Akasa Air,31/10/2019,Kullu-Manali,Bhubaneswar,1552.98,01:43,10:49,12:32,QP1340
117647,1165,firstClass,1300.6,Air India,31/12/2020,Kota,Indore,2510.59,02:47,06:25,09:12,AI552G,117742,firstClass,762.89,GoAir,27/10/2022,Indore,Kota,2510.59,02:47,21:21,00:08,G81869C
117742,1165,firstClass,762.89,GoAir,27/10/2022,Indore,Kota,2510.59,02:47,21:21,00:08,G81869C,117647,firstClass,1300.6,Air India,31/12/2020,Kota,Indore,2510.59,02:47,06:25,09:12,AI552G
118291,1173,premium,1311.38,IndiGo,13/02/2020,Udaipur,Navi Mumbai,621.21,00:41,02:54,03:35,6E705B,118377,premium,814.55,SpiceJet,10/07/2021,Navi Mumbai,Udaipur,621.21,00:41,17:33,18:14,SG7770C
118377,1173,premium,814.55,SpiceJet,10/07/2021,Navi Mumbai,Udaipur,621.21,00:41,17:33,18:14,SG7770C,118291,premium,1311.38,IndiGo,13/02/2020,Udaipur,Navi Mumbai,621.21,00:41,02:54,03:35,6E705B
119376,1185,economic,915.02,SpiceJet,21/11/2019,Bilaspur,Udaipur,905.63,01:00,20:43,21:43,SG1780,119429,firstClass,1692.64,GoAir,26/11/2020,Udaipur,Bilaspur,905.63,01:00,07:37,08:37,G81872C
119429,1185,firstClass,1692.64,GoAir,26/11/2020,Udaipur,Bilaspur,905.63,01:00,07:37,08:37,G81872C,119376,economic,915.02,SpiceJet,21/11/2019,Bilaspur,Udaipur,905.63,01:00,20:43,21:43,SG1780
120197,1193,economic,780.68,Akasa Air,02/06/2020,Chennai,Varanasi,1389.56,01:32,07:28,09:00,QP1975D,120288,economic,695.3,SpiceJet,11/04/2021,Varanasi,Chennai,1389.56,01:32,09:03,10:35,SG4975
120288,1193,economic,695.3,SpiceJet,11/04/2021,Varanasi,Chennai,1389.56,01:32,09:03,10:35,SG4975,120197,economic,780.68,Akasa Air,02/06/2020,Chennai,Varanasi,1389.56,01:32,07:28,09:00,QP1975D
120533,1196,premium,1114.55,SpiceJet,21/11/2019,Bhopal,Itanagar,1684.31,01:52,05:12,07:04,SG4100,120639,premium,469.92,Air India,12/02/2021,Itanagar,Bhopal,1684.31,01:52,16:24,18:16,AI838
120639,1196,premium,469.92,Air India,12/02/2021,Itanagar,Bhopal,1684.31,01:52,16:24,18:16,AI838,120533,premium,1114.55,SpiceJet,21/11/2019,Bhopal,Itanagar,1684.31,01:52,05:12,07:04,SG4100
121038,1201,premium,1311.38,IndiGo,24/09/2020,Shillong,Dabolim,2191.49,02:26,20:52,23:18,6E505D,121079,premium,1311.38,IndiGo,07/08/2021,Dabolim,Shillong,2191.49,02:26,21:09,23:35,6E132C
121079,1201,premium,1311.38,IndiGo,07/08/2021,Dabolim,Shillong,2191.49,02:26,21:09,23:35,6E132C,121038,premium,1311.38,IndiGo,24/09/2020,Shillong,Dabolim,2191.49,02:26,20:52,23:18,6E505D
121921,1210,premium,1311.38,Air India,10/03/2019,Chandigarh,Puri,1516.73,01:41,17:59,19:40,AI178C,121931,premium,1311.38,IndiGo,12/12/2019,Puri,Chandigarh,1516.73,01:41,04:04,05:45,6E354D
121931,1210,premium,1311.38,IndiGo,12/12/2019,Puri,Chandigarh,1516.73,01:41,04:04,05:45,6E354D,121921,premium,1311.38,Air India,10/03/2019,Chandigarh,Puri,1516.73,01:41,17:59,19:40,AI178C
122683,1216,firstClass,930.34,AirAsia India,17/12/2020,Varanasi,Shillong,891.19,00:59,21:46,22:45,I59476,122697,economic,695.3,Akasa Air,25/03/2021,Shillong,Varanasi,891.19,00:59,04:43,05:42,QP1345C
122697,1216,economic,695.3,Akasa Air,25/03/2021,Shillong,Varanasi,891.19,00:59,04:43,05:42,QP1345C,122683,firstClass,930.34,AirAsia India,17/12/2020,Varanasi,Shillong,891.19,00:59,21:46,22:45,I59476
122817,1218,economic,879.1,Air India,08/06/2020,Raigarh,Mumbai,1138.99,01:15,05:13,06:28,AI600B,122849,firstClass,549.55,SpiceJet,18/03/2021,Mumbai,Raigarh,1138.99,01:15,08:40,09:55,SG7826
122849,1218,firstClass,549.55,SpiceJet,18/03/2021,Mumbai,Raigarh,1138.99,01:15,08:40,09:55,SG7826,122817,economic,879.1,Air India,08/06/2020,Raigarh,Mumbai,1138.99,01:15,05:13,06:28,AI600B
123139,1220,firstClass,1315.27,Air India,02/11/2021,Vadodara,Hisar,5262.77,05:50,12:12,18:02,AI324C,123210,economic,426.91,Air India,23/06/2022,Hisar,Vadodara,5262.77,05:50,19:46,01:36,AI378B
123210,1220,economic,426.91,Air India,23/06/2022,Hisar,Vadodara,5262.77,05:50,19:46,01:36,AI378B,123139,firstClass,1315.27,Air India,02/11/2021,Vadodara,Hisar,5262.77,05:50,12:12,18:02,AI324C
123447,1222,firstClass,1640.8,Air India,03/11/2021,Pune,Hyderabad,502.79,00:33,14:34,15:07,AI973D,123461,firstClass,762.89,GoAir,17/06/2021,Hyderabad,Pune,502.79,00:33,17:05,17:38,G81745E
123461,1222,firstClass,762.89,GoAir,17/06/2021,Hyderabad,Pune,502.79,00:33,17:05,17:38,G81745E,123447,firstClass,1640.8,Air India,03/11/2021,Pune,Hyderabad,502.79,00:33,14:34,15:07,AI973D
123756,1224,economic,426.91,Air India,03/12/2020,Ludhiana,Navi Mumbai,1350.92,01:30,22:46,00:16,AI216C,123794,economic,879.1,Air India,12/03/2020,Navi Mumbai,Ludhiana,1350.92,01:30,03:02,04:32,AI965
123794,1224,economic,879.1,Air India,12/03/2020,Navi Mumbai,Ludhiana,1350.92,01:30,03:02,04:32,AI965,123756,economic,426.91,Air India,03/12/2020,Ludhiana,Navi Mumbai,1350.92,01:30,22:46,00:16,AI216C
124171,1227,firstClass,1315.27,IndiGo,30/07/2020,Hisar,Srinagar,4713.89,05:14,00:53,06:07,6E882C,124206,firstClass,1300.6,IndiGo,04/01/2021,Srinagar,Hisar,4713.89,05:14,06:14,11:28,6E944B
124206,1227,firstClass,1300.6,IndiGo,04/01/2021,Srinagar,Hisar,4713.89,05:14,06:14,11:28,6E944B,124171,firstClass,1315.27,IndiGo,30/07/2020,Hisar,Srinagar,4713.89,05:14,00:53,06:07,6E882C
126567,1252,economic,478.02,IndiGo,14/10/2021,Gwalior,Srinagar,931.43,01:02,23:45,00:47,6E847,126598,economic,636.51,IndiGo,19/05/2022,Srinagar,Gwalior,931.43,01:02,06:52,07:54,6E963D
126598,1252,economic,636.51,IndiGo,19/05/2022,Srinagar,Gwalior,931.43,01:02,06:52,07:54,6E963D,126567,economic,478.02,IndiGo,14/10/2021,Gwalior,Srinagar,931.43,01:02,23:45,00:47,6E847
126673,1253,firstClass,1630.75,SpiceJet,01/02/2020,Amritsar,Thiruvananthapuram,2581.63,02:52,03:46,06:38,SG4225,126804,economic,695.3,SpiceJet,07/07/2022,Thiruvananthapuram,Amritsar,2581.63,02:52,11:51,14:43,SG2439
126804,1253,economic,695.3,SpiceJet,07/07/2022,Thiruvananthapuram,Amritsar,2581.63,02:52,11:51,14:43,SG2439,126673,firstClass,1630.75,SpiceJet,01/02/2020,Amritsar,Thiruvananthapuram,2581.63,02:52,03:46,06:38,SG4225
127250,1256,firstClass,1468.03,IndiGo,15/04/2021,Ludhiana,Itanagar,1776.27,01:58,14:03,16:01,6E140B,127285,firstClass,762.89,GoAir,16/12/2021,Itanagar,Ludhiana,1776.27,01:58,12:43,14:41,G81248
127285,1256,firstClass,762.89,GoAir,16/12/2021,Itanagar,Ludhiana,1776.27,01:58,12:43,14:41,G81248,127250,firstClass,1468.03,IndiGo,15/04/2021,Ludhiana,Itanagar,1776.27,01:58,14:03,16:01,6E140B
127710,1260,economic,674.52,Air India,31/10/2019,Udaipur,Bhopal,403.14,00:26,07:46,08:12,AI373F,127737,firstClass,1692.64,AirAsia India,05/07/2020,Bhopal,Udaipur,403.14,00:26,07:23,07:49,I51108
127737,1260,firstClass,1692.64,AirAsia India,05/07/2020,Bhopal,Udaipur,403.14,00:26,07:23,07:49,I51108,127710,economic,674.52,Air India,31/10/2019,Udaipur,Bhopal,403.14,00:26,07:46,08:12,AI373F
128761,1269,premium,1311.38,Air India,02/04/2021,Jaipur,Dabolim,1298.92,01:26,10:19,11:45,AI193E,128763,premium,577.76,SpiceJet,18/02/2021,Dabolim,Jaipur,1298.92,01:26,07:36,09:02,SG7325
128763,1269,premium,577.76,SpiceJet,18/02/2021,Dabolim,Jaipur,1298.92,01:26,07:36,09:02,SG7325,128761,premium,1311.38,Air India,02/04/2021,Jaipur,Dabolim,1298.92,01:26,10:19,11:45,AI193E
129087,1271,firstClass,1087.18,Akasa Air,20/08/2020,Srinagar,Kota,2457.81,02:43,09:47,12:30,QP1314,129103,premium,814.55,SpiceJet,12/10/2020,Kota,Srinagar,2457.81,02:43,07:31,10:14,SG4391
129103,1271,premium,814.55,SpiceJet,12/10/2020,Kota,Srinagar,2457.81,02:43,07:31,10:14,SG4391,129087,firstClass,1087.18,Akasa Air,20/08/2020,Srinagar,Kota,2457.81,02:43,09:47,12:30,QP1314
129209,1272,economic,780.68,Akasa Air,30/07/2020,Ranchi,Thiruvananthapuram,1876.95,02:05,06:27,08:32,QP1390D,129305,firstClass,1348.79,AirAsia India,06/02/2022,Thiruvananthapuram,Ranchi,1876.95,02:05,03:13,05:18,I59215
129305,1272,firstClass,1348.79,AirAsia India,06/02/2022,Thiruvananthapuram,Ranchi,1876.95,02:05,03:13,05:18,I59215,129209,economic,780.68,Akasa Air,30/07/2020,Ranchi,Thiruvananthapuram,1876.95,02:05,06:27,08:32,QP1390D
130646,1286,firstClass,1385.49,SpiceJet,25/06/2020,Shimla,Jamshedpur,1283.89,01:25,11:11,12:36,SG6123,130775,firstClass,1127.36,Air India,15/12/2022,Jamshedpur,Shimla,1283.89,01:25,05:35,07:00,AI800
130650,1286,firstClass,857.32,SpiceJet,23/07/2020,Mopa,Srinagar,7566.74,08:24,09:11,17:35,SG1375B,130685,firstClass,1315.27,Air India,25/03/2021,Srinagar,Mopa,7566.74,08:24,17:11,01:35,AI740E
130685,1286,firstClass,1315.27,Air India,25/03/2021,Srinagar,Mopa,7566.74,08:24,17:11,01:35,AI740E,130650,firstClass,857.32,SpiceJet,23/07/2020,Mopa,Srinagar,7566.74,08:24,09:11,17:35,SG1375B
130688,1286,premium,918.66,Air India,15/04/2021,Chennai,Puducherry,137.25,00:09,09:08,09:17,AI767E,130696,firstClass,624.89,GoAir,06/10/2021,Puducherry,Chennai,137.25,00:09,19:13,19:22,G81324E
130696,1286,firstClass,624.89,GoAir,06/10/2021,Puducherry,Chennai,137.25,00:09,19:13,19:22,G81324E,130688,premium,918.66,Air India,15/04/2021,Chennai,Puducherry,137.25,00:09,09:08,09:17,AI767E
130775,1286,firstClass,1127.36,Air India,15/12/2022,Jamshedpur,Shimla,1283.89,01:25,05:35,07:00,AI800,130646,firstClass,1385.49,SpiceJet,25/06/2020,Shimla,Jamshedpur,1283.89,01:25,11:11,12:36,SG6123
132421,1305,economic,780.68,SpiceJet,02/04/2021,Nashik,Hisar,5465.3,06:04,23:41,05:45,SG4446,132448,economic,478.02,IndiGo,08/12/2021,Hisar,Nashik,5465.3,06:04,01:14,07:18,6E757
132448,1305,economic,478.02,IndiGo,08/12/2021,Hisar,Nashik,5465.3,06:04,01:14,07:18,6E757,132421,economic,780.68,SpiceJet,02/04/2021,Nashik,Hisar,5465.3,06:04,23:41,05:45,SG4446
132731,1307,firstClass,857.32,SpiceJet,21/05/2020,Ranchi,Dhubri,558.25,00:37,22:07,22:44,SG8462,132739,firstClass,693.51,IndiGo,16/07/2020,Dhubri,Ranchi,558.25,00:37,14:23,15:00,6E822
132739,1307,firstClass,693.51,IndiGo,16/07/2020,Dhubri,Ranchi,558.25,00:37,14:23,15:00,6E822,132731,firstClass,857.32,SpiceJet,21/05/2020,Ranchi,Dhubri,558.25,00:37,22:07,22:44,SG8462
133011,1311,economic,313.62,Air India,30/07/2020,Gwalior,Nashik,825.13,00:55,09:03,09:58,AI866B,133032,firstClass,624.89,AirAsia India,24/12/2020,Nashik,Gwalior,825.13,00:55,07:58,08:53,I54027B
133032,1311,firstClass,624.89,AirAsia India,24/12/2020,Nashik,Gwalior,825.13,00:55,07:58,08:53,I54027B,133011,economic,313.62,Air India,30/07/2020,Gwalior,Nashik,825.13,00:55,09:03,09:58,AI866B
133492,1315,economic,819.41,Akasa Air,05/06/2021,Shimla,Delhi NCR,271.89,00:18,06:52,07:10,QP1673B,133540,economic,544.86,Akasa Air,04/07/2022,Delhi NCR,Shimla,271.89,00:18,13:48,14:06,QP1545E
133540,1315,economic,544.86,Akasa Air,04/07/2022,Delhi NCR,Shimla,271.89,00:18,13:48,14:06,QP1545E,133492,economic,819.41,Akasa Air,05/06/2021,Shimla,Delhi NCR,271.89,00:18,06:52,07:10,QP1673B
134586,1323,premium,885.37,Air India,16/12/2021,Hyderabad,Dehradun,1439.54,01:35,19:57,21:32,AI841D,134613,firstClass,1087.18,Akasa Air,23/06/2022,Dehradun,Hyderabad,1439.54,01:35,22:00,23:35,QP1123C
134613,1323,firstClass,1087.18,Akasa Air,23/06/2022,Dehradun,Hyderabad,1439.54,01:35,22:00,23:35,QP1123C,134586,premium,885.37,Air India,16/12/2021,Hyderabad,Dehradun,1439.54,01:35,19:57,21:32,AI841D
135670,1335,firstClass,693.51,IndiGo,28/11/2019,Raigarh,Kota,3289.6,03:39,10:34,14:13,6E796C,135799,premium,577.76,Akasa Air,19/05/2022,Kota,Raigarh,3289.6,03:39,22:43,02:22,QP1149C
