travelCode,User_ID,Departure,Arrival,flightType,Flight_price,Flight_duration,Flight_Distance,Flight_agency,Departure_date
958,8,Brasilia (DF),Natal (RN),firstClass,1433.35,1.43,550.69,FlyingDrops,05/05/2022
962,8,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,06/02/2022
966,8,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,30/06/2022
967,8,Recife (PE),Rio de Janeiro (RJ),firstClass,1611.14,2.3,885.57,Rainbow,07/07/2022
969,8,Recife (PE),Campo Grande (MS),firstClass,1069.12,1.39,535.4,Rainbow,21/07/2022
970,8,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,28/07/2022
972,8,Aracaju (SE),Recife (PE),premium,835.21,1.44,555.74,CloudFy,08/11/2022
974,8,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,25/08/2022
977,8,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,15/09/2022
984,8,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,11/03/2022
987,8,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,24/11/2022
988,8,Brasilia (DF),Salvador (BH),firstClass,1665.24,1.76,676.56,Rainbow,12/01/2022
997,9,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,0.67,257.81,Rainbow,26/09/2019
998,9,Aracaju (SE),Natal (RN),firstClass,549.96,0.46,176.33,Rainbow,10/03/2019
999,9,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,10/10/2019
1006,9,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,28/11/2019
1007,9,Recife (PE),Aracaju (SE),firstClass,1166.1,1.44,555.74,CloudFy,12/05/2019
1012,9,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,01/09/2020
1014,9,Recife (PE),Campo Grande (MS),economic,615.59,1.39,535.4,Rainbow,23/01/2020
1016,9,Aracaju (SE),Salvador (BH),premium,1288.79,2.16,830.86,CloudFy,02/06/2020
1018,9,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,20/02/2020
1025,9,Brasilia (DF),Salvador (BH),firstClass,1665.24,1.76,676.56,Rainbow,04/09/2020
1034,9,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,06/11/2020
1035,9,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,18/06/2020
1038,9,Aracaju (SE),Brasilia (DF),economic,548.62,1.11,425.98,Rainbow,07/09/2020
1041,9,Recife (PE),Aracaju (SE),firstClass,1166.1,1.44,555.74,CloudFy,30/07/2020
1048,9,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,17/09/2020
1051,9,Recife (PE),Sao Paulo (SP),premium,670.13,1.26,486.52,Rainbow,10/08/2020
1052,9,Aracaju (SE),Brasilia (DF),economic,548.62,1.11,425.98,Rainbow,15/10/2020
1053,9,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,22/10/2020
1055,9,Recife (PE),Salvador (BH),economic,861.68,2.05,788.55,Rainbow,11/05/2020
1065,9,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,14/01/2021
1067,9,Recife (PE),Salvador (BH),economic,842.11,2.05,788.55,CloudFy,28/01/2021
1077,9,Recife (PE),Campo Grande (MS),premium,832.77,1.39,535.4,Rainbow,04/08/2021
1078,9,Brasilia (DF),Salvador (BH),firstClass,1724.49,1.76,676.56,FlyingDrops,15/04/2021
1084,9,Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,0.48,183.37,FlyingDrops,27/05/2021
1090,9,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,07/08/2021
1091,9,Recife (PE),Campo Grande (MS),premium,832.77,1.39,535.4,Rainbow,15/07/2021
1093,9,Recife (PE),Campo Grande (MS),firstClass,1069.12,1.39,535.4,Rainbow,29/07/2021
1095,9,Brasilia (DF),Salvador (BH),premium,1346.6,1.76,676.56,CloudFy,08/12/2021
1096,9,Aracaju (SE),Campo Grande (MS),premium,1021.53,1.69,650.1,CloudFy,19/08/2021
1101,9,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,23/09/2021
1103,9,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,10/07/2021
1106,9,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,28/10/2021
1113,10,Recife (PE),Natal (RN),premium,488.73,0.58,222.67,Rainbow,10/03/2019
1119,10,Aracaju (SE),Salvador (BH),premium,1288.79,2.16,830.86,CloudFy,14/11/2019
1125,10,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,26/12/2019
1133,10,Recife (PE),Brasilia (DF),firstClass,697.22,0.63,242.21,FlyingDrops,20/02/2020
1136,10,Aracaju (SE),Salvador (BH),premium,1289.05,2.16,830.86,Rainbow,03/12/2020
1139,10,Recife (PE),Campo Grande (MS),economic,615.59,1.39,535.4,Rainbow,04/02/2020
1144,10,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,0.72,277.7,CloudFy,05/07/2020
1150,10,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,18/06/2020
1151,10,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1183.57,1.55,597.61,CloudFy,25/06/2020
1157,10,Recife (PE),Brasilia (DF),premium,573.61,0.63,242.21,CloudFy,08/06/2020
1160,10,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,27/08/2020
1162,10,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,09/10/2020
1164,10,Recife (PE),Campo Grande (MS),economic,563.71,1.39,535.4,CloudFy,24/09/2020
1166,10,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,10/08/2020
1167,10,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,15/10/2020
1173,10,Recife (PE),Florianopolis (SC),premium,1074.75,1.76,676.53,CloudFy,26/11/2020
1174,10,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,12/03/2020
1177,11,Recife (PE),Campo Grande (MS),premium,832.77,1.39,535.4,Rainbow,10/03/2019
1180,11,Recife (PE),Florianopolis (SC),premium,1074.75,1.76,676.53,CloudFy,24/10/2019
1183,11,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,14/11/2019
1184,11,Recife (PE),Salvador (BH),premium,1242.65,2.05,788.55,CloudFy,21/11/2019
1188,11,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,19/12/2019
1190,11,Recife (PE),Sao Paulo (SP),premium,670.13,1.26,486.52,Rainbow,01/02/2020
1192,11,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,16/01/2020
1193,11,Recife (PE),Rio de Janeiro (RJ),economic,910.7,2.3,885.57,CloudFy,23/01/2020
1198,11,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,27/02/2020
1201,11,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,1.66,637.56,Rainbow,19/03/2020
1202,11,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,26/03/2020
1204,11,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,04/09/2020
1209,11,Brasilia (DF),Sao Paulo (SP),premium,698.1,0.67,257.81,CloudFy,14/05/2020
1213,11,Recife (PE),Brasilia (DF),premium,638.63,0.63,242.21,Rainbow,06/11/2020
1220,11,Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,0.48,183.37,FlyingDrops,30/07/2020
1222,11,Brasilia (DF),Florianopolis (SC),economic,884.94,1.66,637.56,CloudFy,13/08/2020
1226,11,Brasilia (DF),Natal (RN),premium,1067.3,1.43,550.69,CloudFy,09/10/2020
1227,11,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,17/09/2020
1238,11,Brasilia (DF),Natal (RN),firstClass,1313.76,1.43,550.69,CloudFy,12/03/2020
1250,11,Recife (PE),Natal (RN),premium,488.73,0.58,222.67,Rainbow,25/02/2021
1252,11,Brasilia (DF),Aracaju (SE),economic,721.2,1.11,425.98,Rainbow,03/11/2021
1255,11,Recife (PE),Sao Paulo (SP),firstClass,954.78,1.26,486.52,FlyingDrops,04/01/2021
1257,11,Brasilia (DF),Natal (RN),firstClass,1433.35,1.43,550.69,FlyingDrops,15/04/2021
1262,11,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,20/05/2021
1263,11,Aracaju (SE),Salvador (BH),economic,964.83,2.16,830.86,CloudFy,27/05/2021
1268,11,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,07/01/2021
1270,11,Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,0.48,183.37,Rainbow,15/07/2021
1271,11,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,22/07/2021
1274,11,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,08/12/2021
1276,11,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,26/08/2021
1278,11,Brasilia (DF),Aracaju (SE),firstClass,1260.1,1.11,425.98,CloudFy,09/09/2021
1280,11,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,23/09/2021
1281,11,Recife (PE),Rio de Janeiro (RJ),economic,910.7,2.3,885.57,CloudFy,30/09/2021
1282,11,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,10/07/2021
1283,11,Brasilia (DF),Sao Paulo (SP),economic,538.95,0.67,257.81,CloudFy,14/10/2021
1289,11,Brasilia (DF),Sao Paulo (SP),firstClass,893.65,0.67,257.81,CloudFy,25/11/2021
1290,11,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,12/02/2021
1292,11,Brasilia (DF),Salvador (BH),firstClass,1685.23,1.76,676.56,CloudFy,16/12/2021
1294,11,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,30/12/2021
1299,11,Brasilia (DF),Natal (RN),economic,791.66,1.43,550.69,CloudFy,02/03/2022
1301,11,Recife (PE),Rio de Janeiro (RJ),premium,1270.03,2.3,885.57,CloudFy,17/02/2022
1303,11,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,03/03/2022
1316,11,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,06/02/2022
1319,11,Brasilia (DF),Aracaju (SE),firstClass,1260.1,1.11,425.98,CloudFy,23/06/2022
1322,11,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,14/07/2022
1325,11,Brasilia (DF),Salvador (BH),premium,1346.6,1.76,676.56,CloudFy,08/04/2022
1327,11,Recife (PE),Florianopolis (SC),economic,803.39,1.76,676.53,Rainbow,18/08/2022
1328,11,Brasilia (DF),Campo Grande (MS),economic,629.54,0.72,277.7,Rainbow,25/08/2022
1334,11,Brasilia (DF),Aracaju (SE),economic,721.2,1.11,425.98,Rainbow,10/06/2022
1349,11,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,19/01/2023
1350,11,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,26/01/2023
1357,11,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,16/03/2023
1362,11,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,0.48,183.37,CloudFy,20/04/2023
1365,11,Brasilia (DF),Natal (RN),firstClass,1433.35,1.43,550.69,FlyingDrops,05/11/2023
1368,12,Brasilia (DF),Natal (RN),economic,726.19,1.43,550.69,Rainbow,26/09/2019
1369,12,Brasilia (DF),Rio de Janeiro (RJ),firstClass,586.04,0.48,183.37,Rainbow,10/03/2019
1371,12,Brasilia (DF),Aracaju (SE),economic,721.2,1.11,425.98,Rainbow,17/10/2019
1378,12,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,1.55,597.61,Rainbow,12/05/2019
1380,12,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,19/12/2019
1383,12,Brasilia (DF),Natal (RN),firstClass,1433.35,1.43,550.69,FlyingDrops,01/09/2020
1388,12,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,13/02/2020
1389,12,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,20/02/2020
1391,12,Recife (PE),Rio de Janeiro (RJ),economic,910.7,2.3,885.57,CloudFy,03/05/2020
1396,12,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,04/09/2020
1397,12,Brasilia (DF),Salvador (BH),firstClass,1665.24,1.76,676.56,Rainbow,16/04/2020
1398,12,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,23/04/2020
1400,12,Aracaju (SE),Salvador (BH),firstClass,1723.71,2.16,830.86,Rainbow,05/07/2020
1404,12,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,06/04/2020
1405,12,Recife (PE),Sao Paulo (SP),economic,545.95,1.26,486.52,Rainbow,06/11/2020
1407,12,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,25/06/2020
1408,12,Brasilia (DF),Sao Paulo (SP),economic,538.95,0.67,257.81,CloudFy,07/02/2020
1412,12,Recife (PE),Natal (RN),premium,488.73,0.58,222.67,Rainbow,30/07/2020
1414,12,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,13/08/2020
1415,12,Recife (PE),Florianopolis (SC),premium,1074.75,1.76,676.53,CloudFy,20/08/2020
1417,12,Recife (PE),Aracaju (SE),firstClass,1166.1,1.44,555.74,CloudFy,09/03/2020
1420,12,Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,0.48,183.37,FlyingDrops,24/09/2020
1425,12,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,29/10/2020
1429,12,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,26/11/2020
1431,12,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,12/10/2020
1435,12,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,01/07/2021
1440,13,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,10/10/2019
1441,13,Brasilia (DF),Salvador (BH),premium,1346.6,1.76,676.56,CloudFy,17/10/2019
1442,13,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,24/10/2019
1443,13,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,31/10/2019
1444,13,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,2.3,885.57,FlyingDrops,11/07/2019
1445,13,Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,0.48,183.37,Rainbow,14/11/2019
1447,13,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,28/11/2019
1453,13,Recife (PE),Florianopolis (SC),firstClass,1371.83,1.76,676.53,Rainbow,01/09/2020
1454,13,Aracaju (SE),Salvador (BH),firstClass,1684.05,2.16,830.86,CloudFy,16/01/2020
1456,13,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,30/01/2020
1463,13,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,19/03/2020
1466,13,Brasilia (DF),Sao Paulo (SP),firstClass,893.65,0.67,257.81,CloudFy,04/09/2020
1470,13,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,05/07/2020
1476,13,Aracaju (SE),Salvador (BH),firstClass,1723.71,2.16,830.86,Rainbow,18/06/2020
1479,13,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,07/09/2020
1482,13,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,30/07/2020
1483,13,Recife (PE),Rio de Janeiro (RJ),economic,908.93,2.3,885.57,Rainbow,08/06/2020
1495,13,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,29/10/2020
1496,13,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,11/05/2020
1499,13,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,26/11/2020
1503,13,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,24/12/2020
1505,13,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,01/07/2021
1507,13,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,21/01/2021
1508,13,Aracaju (SE),Campo Grande (MS),premium,1021.53,1.69,650.1,CloudFy,28/01/2021
1518,13,Recife (PE),Rio de Janeiro (RJ),economic,910.7,2.3,885.57,CloudFy,04/08/2021
1524,13,Brasilia (DF),Recife (PE),economic,432.1,0.63,242.21,CloudFy,20/05/2021
1525,13,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,1.55,597.61,Rainbow,27/05/2021
1526,13,Brasilia (DF),Salvador (BH),firstClass,1685.23,1.76,676.56,CloudFy,06/03/2021
1528,13,Recife (PE),Rio de Janeiro (RJ),premium,1351.89,2.3,885.57,Rainbow,17/06/2021
1534,13,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,29/07/2021
1535,13,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,08/05/2021
1536,13,Recife (PE),Salvador (BH),firstClass,1470.41,2.05,788.55,Rainbow,08/12/2021
1538,13,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,26/08/2021
1539,13,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,09/02/2021
1540,13,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,09/09/2021
1546,13,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,21/10/2021
1548,13,Recife (PE),Salvador (BH),economic,842.11,2.05,788.55,CloudFy,11/04/2021
1554,13,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,16/12/2021
1556,13,Recife (PE),Salvador (BH),firstClass,1470.41,2.05,788.55,Rainbow,30/12/2021
1557,13,Brasilia (DF),Natal (RN),firstClass,1434.91,1.43,550.69,Rainbow,01/06/2022
1566,13,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,03/10/2022
1575,13,Brasilia (DF),Campo Grande (MS),economic,629.54,0.72,277.7,Rainbow,05/12/2022
1576,13,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,19/05/2022
1587,13,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,08/04/2022
1592,13,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,09/08/2022
1602,13,Brasilia (DF),Natal (RN),economic,791.66,1.43,550.69,CloudFy,17/11/2022
1604,13,Brasilia (DF),Campo Grande (MS),economic,629.54,0.72,277.7,Rainbow,12/01/2022
1607,13,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,22/12/2022
1610,13,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,01/12/2023
1612,13,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,26/01/2023
1618,14,Recife (PE),Salvador (BH),firstClass,1596.61,2.05,788.55,FlyingDrops,10/03/2019
1621,14,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,24/10/2019
1622,14,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,31/10/2019
1625,14,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,21/11/2019
1636,14,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,02/06/2020
1640,14,Brasilia (DF),Salvador (BH),economic,958.15,1.76,676.56,CloudFy,03/05/2020
1642,14,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,19/03/2020
1651,14,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,21/05/2020
1652,14,Brasilia (DF),Salvador (BH),firstClass,1685.23,1.76,676.56,CloudFy,28/05/2020
1663,15,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,11/07/2019
1666,15,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,28/11/2019
1670,15,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,26/12/2019
1673,15,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,16/01/2020
1676,15,Recife (PE),Aracaju (SE),premium,932.84,1.44,555.74,CloudFy,02/06/2020
1679,15,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,27/02/2020
1680,15,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,03/05/2020
1685,15,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,04/09/2020
1686,15,Brasilia (DF),Recife (PE),premium,568.38,0.63,242.21,CloudFy,16/04/2020
1689,15,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,0.67,257.81,Rainbow,05/07/2020
1690,15,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,14/05/2020
1696,15,Brasilia (DF),Aracaju (SE),economic,721.2,1.11,425.98,Rainbow,25/06/2020
1699,15,Recife (PE),Salvador (BH),premium,1242.65,2.05,788.55,CloudFy,16/07/2020
1705,15,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,0.48,183.37,CloudFy,27/08/2020
1712,15,Recife (PE),Rio de Janeiro (RJ),economic,908.93,2.3,885.57,Rainbow,15/10/2020
1713,15,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,22/10/2020
1719,15,Recife (PE),Salvador (BH),economic,842.11,2.05,788.55,CloudFy,12/03/2020
1722,15,Aracaju (SE),Recife (PE),premium,835.21,1.44,555.74,CloudFy,24/12/2020
1733,15,Recife (PE),Salvador (BH),economic,861.68,2.05,788.55,Rainbow,03/11/2021
1735,15,Aracaju (SE),Recife (PE),premium,835.21,1.44,555.74,CloudFy,25/03/2021
1737,15,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,04/08/2021
1739,15,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,22/04/2021
1740,15,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,29/04/2021
1744,15,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,27/05/2021
1745,15,Aracaju (SE),Salvador (BH),economic,943.36,2.16,830.86,Rainbow,06/03/2021
1747,15,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,17/06/2021
1748,15,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,24/06/2021
1751,15,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,15/07/2021
1752,15,Brasilia (DF),Natal (RN),economic,791.66,1.43,550.69,CloudFy,22/07/2021
1755,15,Recife (PE),Rio de Janeiro (RJ),premium,1270.03,2.3,885.57,CloudFy,08/12/2021
1756,15,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,19/08/2021
1757,15,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,0.67,257.81,Rainbow,26/08/2021
1761,15,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,23/09/2021
1765,15,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,21/10/2021
1770,15,Recife (PE),Brasilia (DF),premium,638.63,0.63,242.21,Rainbow,25/11/2021
1774,15,Aracaju (SE),Salvador (BH),premium,1289.05,2.16,830.86,Rainbow,23/12/2021
1777,15,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,13/01/2022
1778,15,Brasilia (DF),Sao Paulo (SP),premium,698.1,0.67,257.81,CloudFy,20/01/2022
1779,15,Brasilia (DF),Campo Grande (MS),firstClass,1069.61,0.72,277.7,Rainbow,27/01/2022
1784,15,Recife (PE),Florianopolis (SC),premium,1074.75,1.76,676.53,CloudFy,03/03/2022
1785,15,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,03/10/2022
1787,15,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,24/03/2022
1789,15,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,04/07/2022
1792,15,Aracaju (SE),Salvador (BH),economic,964.83,2.16,830.86,CloudFy,28/04/2022
1794,15,Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,0.48,183.37,FlyingDrops,05/12/2022
1797,15,Recife (PE),Rio de Janeiro (RJ),premium,1270.03,2.3,885.57,CloudFy,06/02/2022
1804,15,Recife (PE),Rio de Janeiro (RJ),economic,908.93,2.3,885.57,Rainbow,21/07/2022
1805,16,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,26/09/2019
1808,16,Recife (PE),Campo Grande (MS),economic,615.59,1.39,535.4,Rainbow,17/10/2019
1811,16,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,11/07/2019
1812,16,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,14/11/2019
1817,16,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,19/12/2019
1819,16,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,1.66,637.56,Rainbow,01/02/2020
1823,16,Brasilia (DF),Recife (PE),firstClass,691.39,0.63,242.21,FlyingDrops,30/01/2020
1827,16,Recife (PE),Rio de Janeiro (RJ),premium,1270.03,2.3,885.57,CloudFy,27/02/2020
1828,16,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,03/05/2020
1832,16,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,1.55,597.61,Rainbow,04/02/2020
1833,16,Brasilia (DF),Rio de Janeiro (RJ),premium,457.95,0.48,183.37,CloudFy,04/09/2020
1836,16,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,0.72,277.7,CloudFy,30/04/2020
1843,16,Brasilia (DF),Natal (RN),firstClass,1313.76,1.43,550.69,CloudFy,18/06/2020
1852,16,Brasilia (DF),Salvador (BH),firstClass,1685.23,1.76,676.56,CloudFy,20/08/2020
1854,16,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,09/03/2020
1856,16,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,17/09/2020
1859,16,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,10/08/2020
1863,16,Brasilia (DF),Natal (RN),economic,791.66,1.43,550.69,CloudFy,11/05/2020
1865,16,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,19/11/2020
1867,16,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,12/03/2020
